36.397 UE/Lynch
NSROC Attitude Solution
T0: 02/10/2026 10:19:00.0053 UTC

    Time,     YawI,   PitchI,    RollI, RollRateI,    AoA_T,   AngleB,      a11,      a12,      a13,      a21,      a22,      a23,      a31,      a32,      a33,     X_Az,     X_El,     Y_Az,     Y_El,     Z_Az,     Z_El,     F_Az,     F_El,    Latgd,     Long,      Alt
   (sec),    (deg),    (deg),    (deg),     (Hz),    (deg),    (deg),      ( - ),      ( - ),      ( - ),      ( - ),      ( - ),      ( - ),      ( - ),      ( - ),      ( - ),    (deg),    (deg),    (deg),    (deg),    (deg),    (deg),    (deg),    (deg),    (deg),    (deg),      (m)

41.27773045,   -1.304,  -12.071,   18.093,    4.650,    2.186,  144.711,   0.014287,   0.977320,  -0.211285,   0.386578,   0.189476,   0.902583,   0.922146,  -0.094573,  -0.375104,     2.12,    67.24,    79.03,    -5.43,   -13.18,   -22.03,     1.87,    69.43,    65.281996,  -147.467120,   49639.27
41.28773159,   -1.338,  -12.073,   34.833,    4.650,    2.189,  144.709,   0.013716,   0.875119,  -0.483713,   0.386671,   0.441481,   0.809679,   0.922116,  -0.198143,  -0.332328,     2.03,    67.24,    63.23,   -11.43,   -30.85,   -19.41,     1.87,    69.43,    65.282071,  -147.467114,   49661.52
41.29773173,   -1.371,  -12.065,   51.581,    4.651,    2.181,  144.718,   0.013141,   0.698703,  -0.715291,   0.386595,   0.656174,   0.648059,   0.922156,  -0.285044,  -0.261492,     1.95,    67.24,    46.80,   -16.56,   -47.82,   -15.16,     1.87,    69.42,    65.282145,  -147.467108,   49683.76
41.30773088,   -1.400,  -12.047,   68.335,    4.651,    2.165,  144.736,   0.012628,   0.462945,  -0.886297,   0.386363,   0.815268,   0.431349,   0.922260,  -0.347879,  -0.168569,     1.87,    67.26,    29.59,   -20.36,   -64.05,    -9.70,     1.87,    69.42,    65.282219,  -147.467103,   49705.99
41.31773202,   -1.421,  -12.022,   85.077,    4.650,    2.142,  144.761,   0.012223,   0.188095,  -0.982075,   0.386001,   0.905131,   0.178162,   0.922418,  -0.381259,  -0.061542,     1.81,    67.28,    11.74,   -22.41,   -79.72,    -3.53,     1.87,    69.42,    65.282294,  -147.467097,   49728.24
41.32773116,   -1.433,  -11.992,  101.831,    4.651,    2.112,  144.791,   0.011957,  -0.102943,  -0.994615,   0.385539,   0.918252,  -0.090404,   0.922614,  -0.382382,   0.050668,     1.78,    67.31,    -6.40,   -22.48,   -95.19,     2.90,     1.87,    69.42,    65.282368,  -147.467091,   49750.47
41.33773131,   -1.435,  -11.960,  118.587,    4.655,    2.080,  144.824,   0.011865,  -0.385290,  -0.922719,   0.385018,   0.853396,  -0.351392,   0.922833,  -0.351094,   0.158469,     1.77,    67.34,   -24.30,   -20.55,  -110.85,     9.12,     1.87,    69.42,    65.282442,  -147.467085,   49772.71
41.34773045,   -1.427,  -11.927,  135.356,    4.652,    2.046,  144.857,   0.011947,  -0.635146,  -0.772299,   0.384481,   0.715895,  -0.582811,   0.923056,  -0.289971,   0.252754,     1.78,    67.38,   -41.58,   -16.86,  -127.04,    14.64,     1.87,    69.42,    65.282516,  -147.467079,   49794.95
41.35773159,   -1.409,  -11.898,  152.093,    4.651,    2.015,  144.886,   0.012196,  -0.830676,  -0.556623,   0.383982,   0.517874,  -0.764437,   0.923260,  -0.204410,   0.325281,     1.82,    67.41,   -58.06,   -11.79,  -143.94,    18.98,     1.87,    69.42,    65.282590,  -147.467074,   49817.20
41.36773173,   -1.384,  -11.874,  168.831,    4.652,    1.988,  144.910,   0.012582,  -0.955805,  -0.293733,   0.383556,   0.275899,  -0.881343,   0.923432,  -0.101574,   0.370076,     1.88,    67.43,   -73.90,    -5.83,  -161.57,    21.72,     1.87,    69.42,    65.282665,  -147.467068,   49839.44
41.37773088,   -1.352,  -11.858, -174.434,    4.651,    1.969,  144.926,   0.013090,  -0.999897,  -0.005956,   0.383238,   0.010519,  -0.923590,   0.923557,   0.009807,   0.383336,     1.96,    67.45,   -89.40,     0.56,  -179.63,    22.54,     1.87,    69.42,    65.282739,  -147.467062,   49861.67
41.38773202,   -1.317,  -11.850, -157.697,    4.652,    1.959,  144.933,   0.013670,  -0.959212,   0.282358,   0.383057,  -0.255817,  -0.887595,   0.923624,   0.120293,   0.363936,     2.04,    67.46,  -104.93,     6.91,   162.35,    21.34,     1.87,    69.42,    65.282813,  -147.467056,   49883.92
41.39773116,   -1.282,  -11.852, -140.963,    4.651,    1.959,  144.930,   0.014280,  -0.837221,   0.546678,   0.383025,  -0.500450,  -0.776429,   0.923628,   0.220478,   0.313530,     2.14,    67.46,  -120.87,    12.74,   144.85,    18.27,     1.87,    69.42,    65.282887,  -147.467050,   49906.15
41.40773131,   -1.247,  -11.863, -124.219,    4.652,    1.969,  144.919,   0.014883,  -0.644128,   0.764773,   0.383145,  -0.702803,  -0.599389,   0.923568,   0.301940,   0.236335,     2.22,    67.45,  -137.49,    17.57,   128.09,    13.67,     1.87,    69.42,    65.282961,  -147.467045,   49928.38
41.41773245,   -1.218,  -11.883, -107.474,    4.654,    1.988,  144.898,   0.015414,  -0.396367,   0.917963,   0.383411,  -0.845550,  -0.371538,   0.923449,   0.357684,   0.138939,     2.30,    67.44,  -154.88,    20.96,   112.04,     7.99,     1.87,    69.42,    65.283036,  -147.467039,   49950.60
41.42773159,   -1.195,  -11.910,  -90.711,    4.653,    2.014,  144.872,   0.015851,  -0.114686,   0.993275,   0.383796,  -0.916606,  -0.111958,   0.923282,   0.382989,   0.029487,     2.37,    67.41,  -172.87,    22.52,    96.43,     1.69,     1.87,    69.42,    65.283110,  -147.467033,   49972.82
41.43773174,   -1.181,  -11.941,  -73.947,    4.658,    2.045,  144.840,   0.016152,   0.176742,   0.984125,   0.384272,  -0.909759,   0.157080,   0.923078,   0.375635,  -0.082612,     2.41,    67.38,   169.01,    22.06,    80.93,    -4.74,     1.87,    69.42,    65.283184,  -147.467027,   49995.04
41.44773088,   -1.177,  -11.974,  -57.199,    4.654,    2.078,  144.807,   0.016283,   0.452854,   0.891436,   0.384799,  -0.825724,   0.412443,   0.922857,   0.336308,  -0.187703,     2.42,    67.35,   151.26,    19.65,    65.17,   -10.82,     1.87,    69.42,    65.283258,  -147.467021,   50017.26
41.45773202,   -1.182,  -12.007,  -40.448,    4.653,    2.109,  144.774,   0.016250,   0.690550,   0.723102,   0.385332,  -0.671661,   0.632764,   0.922635,   0.268352,  -0.277006,     2.41,    67.31,   134.21,    15.57,    48.81,   -16.08,     1.87,    69.41,    65.283333,  -147.467016,   50039.50
41.46773117,   -1.197,  -12.036,  -23.709,    4.653,    2.137,  144.745,   0.016056,   0.869530,   0.493618,   0.385823,  -0.460835,   0.799232,   0.922433,   0.177617,  -0.342884,     2.38,    67.28,   117.92,    10.23,    31.70,   -20.05,     1.87,    69.41,    65.283407,  -147.467010,   50061.73
41.47773131,   -1.220,  -12.059,   -6.965,    4.650,    2.158,  144.724,   0.015706,   0.974862,   0.222256,   0.386219,  -0.210947,   0.897962,   0.922273,   0.071737,  -0.379823,     2.33,    67.26,   102.21,     4.11,    13.90,   -22.32,     1.87,    69.41,    65.283481,  -147.467004,   50083.97
41.48773245,   -1.248,  -12.073,    9.786,    4.652,    2.171,  144.710,   0.015243,   0.997566,  -0.068046,   0.386495,   0.056886,   0.920535,   0.922165,  -0.040331,  -0.384687,     2.26,    67.24,    86.74,    -2.31,    -4.23,   -22.62,     1.87,    69.41,    65.283556,  -147.466999,   50106.22
41.49773160,   -1.281,  -12.077,   26.529,    4.650,    2.175,  144.706,   0.014699,   0.935720,  -0.352438,   0.386621,   0.319742,   0.865037,   0.922122,  -0.148975,  -0.357069,     2.18,    67.24,    71.13,    -8.57,   -22.17,   -20.92,     1.87,    69.41,    65.283630,  -147.466993,   50128.46
41.50773174,   -1.314,  -12.072,   43.273,    4.651,    2.169,  144.712,   0.014128,   0.794595,  -0.606976,   0.386587,   0.555491,   0.736193,   0.922145,  -0.245050,  -0.299332,     2.09,    67.24,    55.04,   -14.18,   -39.50,   -17.42,     1.87,    69.41,    65.283704,  -147.466987,   50150.68
41.51773088,   -1.344,  -12.057,   60.034,    4.655,    2.155,  144.728,   0.013593,   0.585893,  -0.810274,   0.386393,   0.744323,   0.544687,   0.922234,  -0.320488,  -0.216267,     2.01,    67.25,    38.21,   -18.69,   -56.09,   -12.49,     1.87,    69.41,    65.283779,  -147.466981,   50172.90
41.52773202,   -1.368,  -12.033,   76.779,    4.652,    2.131,  144.753,   0.013140,   0.327686,  -0.944695,   0.386050,   0.869860,   0.307098,   0.922384,  -0.368735,  -0.115073,     1.95,    67.28,    20.64,   -21.64,   -71.99,    -6.61,     1.87,    69.41,    65.283853,  -147.466975,   50195.12
41.53773117,   -1.384,  -12.003,   93.534,    4.654,    2.102,  144.783,   0.012816,   0.041502,  -0.999056,   0.385596,   0.921654,   0.043233,   0.922579,  -0.385786,  -0.004191,     1.90,    67.31,     2.58,   -22.69,   -87.52,    -0.24,     1.87,    69.41,    65.283927,  -147.466969,   50217.34
41.54773131,   -1.390,  -11.969,  110.293,    4.653,    2.068,  144.817,   0.012648,  -0.248309,  -0.968598,   0.385061,   0.895179,  -0.224460,   0.922804,  -0.370130,   0.106936,     1.88,    67.34,   -15.50,   -21.72,  -103.05,     6.14,     1.87,    69.41,    65.284001,  -147.466963,   50239.56
41.55773245,   -1.386,  -11.933,  127.042,    4.653,    2.032,  144.852,   0.012657,  -0.516908,  -0.855947,   0.384489,   0.792719,  -0.473039,   0.923043,  -0.323115,   0.208779,     1.89,    67.38,   -33.11,   -18.85,  -118.93,    12.05,     1.87,    69.41,    65.284075,  -147.466958,   50261.78
41.56773160,   -1.372,  -11.900,  143.781,    4.652,    1.997,  144.886,   0.012834,  -0.741548,  -0.670777,   0.383928,   0.623067,  -0.681459,   0.923274,  -0.248784,   0.292697,     1.91,    67.41,   -49.96,   -14.41,  -135.45,    17.02,     1.87,    69.41,    65.284150,  -147.466952,   50284.00
41.57773174,   -1.349,  -11.871,  160.561,    4.654,    1.966,  144.915,   0.013166,  -0.903652,  -0.428064,   0.383421,   0.399940,  -0.832488,   0.923480,  -0.153168,   0.351745,     1.97,    67.44,   -66.13,    -8.81,  -152.79,    20.59,     1.87,    69.41,    65.284224,  -147.466946,   50306.22
41.58773088,   -1.320,  -11.848,  177.291,    4.652,    1.942,  144.937,   0.013628,  -0.988636,  -0.149710,   0.383010,   0.143465,  -0.912536,   0.923644,  -0.044905,   0.380612,     2.04,    67.46,   -81.74,    -2.57,  -170.68,    22.37,     1.87,    69.41,    65.284298,  -147.466940,   50328.44
41.59773203,   -1.285,  -11.834, -165.963,    4.654,    1.926,  144.951,   0.014190,  -0.989821,   0.141609,   0.382718,  -0.125462,  -0.915306,   0.923756,   0.067184,   0.377042,     2.12,    67.48,   -97.22,     3.85,   171.21,    22.15,     1.87,    69.41,    65.284372,  -147.466934,   50350.66
41.60773217,   -1.248,  -11.829, -149.234,    4.652,    1.920,  144.955,   0.014804,  -0.907103,   0.420648,   0.382575,  -0.383544,  -0.840554,   0.923806,   0.173373,   0.341357,     2.22,    67.49,  -112.92,     9.98,   153.41,    19.96,     1.87,    69.40,    65.284446,  -147.466929,   50372.87
41.61773131,   -1.212,  -11.834, -132.487,    4.654,    1.923,  144.950,   0.015428,  -0.747331,   0.664272,   0.382584,  -0.609383,  -0.694465,   0.923792,   0.264854,   0.276516,     2.31,    67.49,  -129.19,    15.36,   136.27,    16.05,     1.87,    69.40,    65.284521,  -147.466923,   50395.06
41.62773246,   -1.179,  -11.848, -115.734,    4.653,    1.937,  144.936,   0.016013,  -0.524031,   0.851549,   0.382749,  -0.783576,  -0.489399,   0.923713,   0.333766,   0.188025,     2.40,    67.48,  -146.23,    19.50,   119.89,    10.84,     1.87,    69.40,    65.284595,  -147.466917,   50417.27
41.63773160,   -1.152,  -11.869,  -98.985,    4.655,    1.958,  144.914,   0.016510,  -0.256297,   0.966457,   0.383044,  -0.891225,  -0.242890,   0.923582,   0.374206,   0.083459,     2.47,    67.46,  -163.96,    21.98,   104.11,     4.79,     1.87,    69.40,    65.284669,  -147.466911,   50439.46
41.64773174,   -1.132,  -11.897,  -82.217,    4.655,    1.985,  144.886,   0.016897,   0.033498,   0.999296,   0.383451,  -0.923237,   0.024465,   0.923406,   0.382768,  -0.028445,     2.52,    67.43,   177.92,    22.51,    88.60,    -1.63,     1.87,    69.40,    65.284743,  -147.466905,   50461.66
41.65773089,   -1.122,  -11.928,  -65.453,    4.658,    2.016,  144.855,   0.017121,   0.320344,   0.947147,   0.383929,  -0.876772,   0.289602,   0.923204,   0.358679,  -0.138001,     2.55,    67.40,   159.93,    21.02,    73.00,    -7.93,     1.87,    69.40,    65.284817,  -147.466900,   50483.86
41.66773203,   -1.122,  -11.959,  -48.703,    4.655,    2.046,  144.824,   0.017175,   0.579717,   0.814637,   0.384433,  -0.755955,   0.529852,   0.922993,   0.304073,  -0.235846,     2.56,    67.37,   142.52,    17.70,    56.96,   -13.64,     1.87,    69.40,    65.284892,  -147.466894,   50506.07
41.67773217,   -1.132,  -11.989,  -31.952,    4.653,    2.074,  144.794,   0.017068,   0.789888,   0.613014,   0.384922,  -0.571039,   0.725086,   0.922791,   0.223586,  -0.313792,     2.54,    67.34,   125.86,    12.92,    40.21,   -18.29,     1.87,    69.40,    65.284966,  -147.466888,   50528.27
41.68773132,   -1.151,  -12.013,  -15.216,    4.653,    2.096,  144.771,   0.016793,   0.932937,   0.359647,   0.385338,  -0.337951,   0.858664,   0.922623,   0.124166,  -0.365172,     2.50,    67.31,   109.91,     7.13,    22.73,   -21.42,     1.87,    69.40,    65.285040,  -147.466882,   50550.46
41.69773246,   -1.176,  -12.029,    1.537,    4.653,    2.111,  144.755,   0.016387,   0.997007,   0.075555,   0.385644,  -0.076021,   0.919510,   0.922502,   0.014070,  -0.385736,     2.43,    67.29,    94.36,     0.81,     4.70,   -22.69,     1.87,    69.40,    65.285114,  -147.466876,   50572.67
41.70773160,   -1.207,  -12.037,   18.285,    4.653,    2.117,  144.748,   0.015886,   0.976516,  -0.214857,   0.385814,   0.192256,   0.902322,   0.922440,  -0.097229,  -0.373700,     2.36,    67.29,    78.86,    -5.58,   -13.39,   -21.94,     1.87,    69.39,    65.285189,  -147.466871,   50594.86
41.71773175,   -1.239,  -12.034,   35.035,    4.651,    2.114,  144.751,   0.015330,   0.873230,  -0.487067,   0.385831,   0.444230,   0.808575,   0.922442,  -0.200321,  -0.330110,     2.28,    67.29,    63.04,   -11.56,   -31.06,   -19.28,     1.87,    69.39,    65.285263,  -147.466865,   50617.06
41.72773289,   -1.270,  -12.022,   51.793,    4.652,    2.100,  144.765,   0.014775,   0.695808,  -0.718076,   0.385680,   0.658614,   0.646125,   0.922514,  -0.286495,  -0.258628,     2.19,    67.30,    46.57,   -16.65,   -48.02,   -14.99,     1.87,    69.39,    65.285337,  -147.466859,   50639.27
41.73773203,   -1.297,  -12.000,   68.552,    4.654,    2.078,  144.787,   0.014291,   0.459279,  -0.888177,   0.385375,   0.817113,   0.428733,   0.922649,  -0.348409,  -0.165317,     2.12,    67.32,    29.34,   -20.39,   -64.23,    -9.52,     1.87,    69.39,    65.285412,  -147.466854,   50661.47
41.74773218,   -1.316,  -11.971,   85.309,    4.653,    2.049,  144.817,   0.013908,   0.183793,  -0.982866,   0.384942,   0.906216,   0.174907,   0.922836,  -0.380779,  -0.058146,     2.07,    67.34,    11.46,   -22.38,   -79.91,    -3.33,     1.87,    69.39,    65.285486,  -147.466848,   50683.67
41.75773132,   -1.327,  -11.936,  102.062,    4.654,    2.015,  144.851,   0.013668,  -0.107274,  -0.994136,   0.384411,   0.918383,  -0.093815,   0.923061,  -0.380875,   0.053789,     2.04,    67.38,    -6.66,   -22.39,   -95.39,     3.08,     1.87,    69.39,    65.285560,  -147.466843,   50705.86
41.76773246,   -1.327,  -11.900,  118.820,    4.654,    1.977,  144.888,   0.013601,  -0.389345,  -0.920991,   0.383818,   0.852549,  -0.354744,   0.923308,  -0.348669,   0.161033,     2.03,    67.41,   -24.55,   -20.41,  -111.07,     9.27,     1.87,    69.39,    65.285635,  -147.466837,   50728.07
41.77773160,   -1.317,  -11.863,  135.561,    4.651,    1.940,  144.925,   0.013702,  -0.638156,  -0.769785,   0.383215,   0.714426,  -0.585441,   0.923558,  -0.286972,   0.254340,     2.05,    67.45,   -41.77,   -16.68,  -127.25,    14.73,     1.87,    69.39,    65.285709,  -147.466831,   50750.26
41.78773175,   -1.298,  -11.829,  152.316,    4.654,    1.905,  144.958,   0.013969,  -0.833005,  -0.553090,   0.382644,   0.515492,  -0.766715,   0.923790,  -0.200926,   0.325945,     2.09,    67.49,   -58.25,   -11.59,  -144.19,    19.02,     1.87,    69.39,    65.285783,  -147.466825,   50772.46
41.79773289,   -1.270,  -11.801,  169.087,    4.652,    1.876,  144.986,   0.014379,  -0.957185,  -0.289118,   0.382147,   0.272458,  -0.883023,   0.923990,  -0.097789,   0.369703,     2.15,    67.52,   -74.11,    -5.61,  -161.87,    21.70,     1.87,    69.39,    65.285857,  -147.466819,   50794.67
41.80773203,   -1.237,  -11.781, -174.170,    4.653,    1.854,  145.006,   0.014907,  -0.999888,  -0.000993,   0.381761,   0.006610,  -0.924237,   0.924141,   0.013399,   0.381817,     2.24,    67.54,   -89.62,     0.77,  -179.94,    22.45,     1.87,    69.39,    65.285931,  -147.466813,   50816.85
41.81773218,   -1.201,  -11.770, -157.429,    4.653,    1.842,  145.017,   0.015509,  -0.957751,   0.287181,   0.381512,  -0.259818,  -0.887098,   0.924234,   0.123321,   0.361364,     2.33,    67.55,  -105.18,     7.08,   162.06,    21.18,     1.87,    69.39,    65.286006,  -147.466807,   50839.03
41.82773132,   -1.163,  -11.768, -140.690,    4.653,    1.841,  145.018,   0.016143,  -0.834384,   0.550947,   0.381417,  -0.504213,  -0.774784,   0.924262,   0.222648,   0.310109,     2.42,    67.56,  -121.14,    12.86,   144.58,    18.07,     1.87,    69.39,    65.286080,  -147.466801,   50861.21
41.83773246,   -1.127,  -11.775, -123.932,    4.658,    1.849,  145.009,   0.016767,  -0.639982,   0.768207,   0.381479,  -0.706102,  -0.596569,   0.924226,   0.303057,   0.232300,     2.52,    67.55,  -137.81,    17.64,   127.83,    13.43,     1.87,    69.39,    65.286154,  -147.466795,   50883.39
41.84773161,   -1.096,  -11.792, -107.171,    4.655,    1.867,  144.992,   0.017325,  -0.391145,   0.920166,   0.381688,  -0.848020,  -0.367663,   0.924129,   0.357586,   0.134604,     2.60,    67.54,  -155.24,    20.95,   111.78,     7.74,     1.87,    69.39,    65.286228,  -147.466789,   50905.57
41.85773175,   -1.072,  -11.815,  -90.411,    4.657,    1.891,  144.969,   0.017781,  -0.109099,   0.993872,   0.382016,  -0.917871,  -0.107591,   0.923985,   0.381588,   0.025356,     2.66,    67.52,  -173.22,    22.43,    96.18,     1.45,     1.87,    69.38,    65.286302,  -147.466784,   50927.76
41.86773289,   -1.056,  -11.843,  -73.648,    4.656,    1.919,  144.941,   0.018100,   0.182240,   0.983087,   0.382438,  -0.909740,   0.161602,   0.923804,   0.373045,  -0.086162,     2.71,    67.49,   168.67,    21.90,    80.67,    -4.94,     1.87,    69.38,    65.286377,  -147.466778,   50949.97
41.87773204,   -1.051,  -11.873,  -56.889,    4.656,    1.949,  144.911,   0.018240,   0.457995,   0.888768,   0.382910,  -0.824344,   0.416938,   0.923606,   0.332713,  -0.190407,     2.73,    67.46,   150.94,    19.43,    64.87,   -10.98,     1.87,    69.38,    65.286451,  -147.466772,   50972.17
41.88773218,   -1.055,  -11.902,  -40.129,    4.656,    1.976,  144.882,   0.018215,   0.694820,   0.718953,   0.383385,  -0.668962,   0.636794,   0.923409,   0.264036,  -0.278569,     2.72,    67.43,   133.91,    15.31,    48.47,   -16.17,     1.87,    69.38,    65.286525,  -147.466766,   50994.37
41.89773132,   -1.069,  -11.928,  -23.384,    4.651,    1.999,  144.857,   0.018028,   0.872479,   0.488320,   0.383813,  -0.457019,   0.802385,   0.923235,   0.172958,  -0.343108,     2.69,    67.40,   117.65,     9.96,    31.32,   -20.07,     1.87,    69.38,    65.286599,  -147.466760,   51016.56
41.90773247,   -1.091,  -11.947,   -6.642,    4.654,    2.015,  144.838,   0.017682,   0.976155,   0.216353,   0.384151,  -0.206411,   0.899901,   0.923101,   0.067200,  -0.378641,     2.64,    67.38,   101.94,     3.85,    13.52,   -22.25,     1.87,    69.38,    65.286673,  -147.466755,   51038.75
41.91773261,   -1.119,  -11.957,   10.116,    4.654,    2.023,  144.829,   0.017229,   0.997095,  -0.074188,   0.384361,   0.061892,   0.921106,   0.923022,  -0.044384,  -0.382178,     2.57,    67.37,    86.45,    -2.54,    -4.60,   -22.47,     1.87,    69.38,    65.286748,  -147.466749,   51060.93
41.92773175,   -1.150,  -11.957,   26.868,    4.653,    2.021,  144.829,   0.016698,   0.933449,  -0.358322,   0.384425,   0.324832,   0.864119,   0.923005,  -0.152177,  -0.353416,     2.49,    67.37,    70.81,    -8.75,   -22.52,   -20.70,     1.87,    69.38,    65.286822,  -147.466743,   51083.11
41.93773290,   -1.182,  -11.948,   43.621,    4.652,    2.010,  144.839,   0.016144,   0.790622,  -0.612092,   0.384329,   0.560235,   0.733777,   0.923055,  -0.247091,  -0.294814,     2.41,    67.38,    54.68,   -14.31,   -39.83,   -17.15,     1.87,    69.38,    65.286896,  -147.466738,   51105.29
41.94773204,   -1.210,  -11.929,   60.386,    4.654,    1.989,  144.859,   0.015629,   0.580551,  -0.814074,   0.384069,   0.748228,   0.540967,   0.923172,  -0.321115,  -0.211278,     2.33,    67.39,    37.81,   -18.73,   -56.40,   -12.20,     1.87,    69.38,    65.286970,  -147.466732,   51127.47
41.95773218,   -1.233,  -11.902,   77.153,    4.657,    1.961,  144.887,   0.015199,   0.321113,  -0.946919,   0.383668,   0.872663,   0.302090,   0.923346,  -0.367893,  -0.109937,     2.27,    67.42,    20.20,   -21.59,   -72.31,    -6.31,     1.87,    69.38,    65.287044,  -147.466727,   51149.63
41.96773133,   -1.247,  -11.868,   93.904,    4.654,    1.927,  144.921,   0.014893,   0.034627,  -0.999289,   0.383153,   0.922916,   0.037691,   0.923565,  -0.383442,   0.000478,     2.23,    67.45,     2.15,   -22.55,   -87.84,     0.03,     1.87,    69.38,    65.287119,  -147.466721,   51171.79
41.97773247,   -1.252,  -11.830,  110.668,    4.657,    1.889,  144.959,   0.014744,  -0.255032,  -0.966820,   0.382557,   0.894795,  -0.230199,   0.923814,  -0.366469,   0.110757,     2.21,    67.49,   -15.91,   -21.50,  -103.39,     6.36,     1.87,    69.37,    65.287193,  -147.466715,   51193.96
41.98773261,   -1.246,  -11.792,  127.419,    4.654,    1.849,  144.997,   0.014769,  -0.522870,  -0.852284,   0.381924,   0.790697,  -0.478469,   0.924076,  -0.318441,   0.211375,     2.21,    67.53,   -33.48,   -18.57,  -119.31,    12.20,     1.87,    69.37,    65.287267,  -147.466709,   51216.12
41.99773176,   -1.231,  -11.755,  144.171,    4.655,    1.812,  145.034,   0.014961,  -0.746367,  -0.665366,   0.381303,   0.619414,  -0.686247,   0.924329,  -0.243439,   0.293859,     2.25,    67.57,   -50.31,   -14.09,  -135.89,    17.09,     1.87,    69.37,    65.287341,  -147.466703,   51238.27
42.00773290,   -1.207,  -11.722,  160.916,    4.654,    1.779,  145.067,   0.015311,  -0.906442,  -0.422052,   0.380735,   0.395588,  -0.835794,   0.924557,  -0.147893,   0.351171,     2.30,    67.60,   -66.42,    -8.50,  -153.21,    20.56,     1.87,    69.37,    65.287415,  -147.466698,   51260.45
42.01773204,   -1.177,  -11.696,  177.693,    4.654,    1.753,  145.092,   0.015786,  -0.989691,  -0.142344,   0.380266,   0.137607,  -0.914583,   0.924742,  -0.039691,   0.378518,     2.38,    67.63,   -82.08,    -2.27,  -171.15,    22.24,     1.87,    69.37,    65.287490,  -147.466692,   51282.63
42.02773219,   -1.140,  -11.678, -165.556,    4.654,    1.736,  145.109,   0.016367,  -0.988692,   0.149064,   0.379920,  -0.131752,  -0.915588,   0.924875,   0.071618,   0.373468,     2.47,    67.65,   -97.59,     4.11,   170.75,    21.93,     1.87,    69.37,    65.287564,  -147.466686,   51304.81
42.03773333,   -1.103,  -11.670, -148.818,    4.652,    1.730,  145.117,   0.016997,  -0.903813,   0.427590,   0.379724,  -0.389776,  -0.838978,   0.924944,   0.176626,   0.336575,     2.56,    67.66,  -113.33,    10.17,   152.99,    19.67,     1.87,    69.37,    65.287638,  -147.466680,   51326.99
42.04773247,   -1.065,  -11.672, -132.066,    4.654,    1.734,  145.114,   0.017639,  -0.742117,   0.670038,   0.379688,  -0.614970,  -0.691121,   0.924946,   0.266596,   0.270926,     2.66,    67.66,  -129.65,    15.46,   135.89,    15.72,     1.87,    69.37,    65.287712,  -147.466674,   51349.17
42.05773262,   -1.031,  -11.683, -115.303,    4.659,    1.748,  145.102,   0.018239,  -0.517212,   0.855663,   0.379807,  -0.788070,  -0.484451,   0.924886,   0.333823,   0.182067,     2.75,    67.65,  -146.72,    19.50,   119.52,    10.49,     1.87,    69.37,    65.287786,  -147.466669,   51371.34
42.06773176,   -1.003,  -11.702,  -98.538,    4.656,    1.769,  145.083,   0.018753,  -0.248316,   0.968497,   0.380057,  -0.894185,  -0.236622,   0.924773,   0.372521,   0.077606,     2.82,    67.63,  -164.48,    21.87,   103.73,     4.45,     1.87,    69.37,    65.287861,  -147.466663,   51393.49
42.07773291,   -0.982,  -11.727,  -81.774,    4.658,    1.795,  145.058,   0.019147,   0.041654,   0.998949,   0.380418,  -0.924286,   0.031249,   0.924616,   0.379420,  -0.033544,     2.88,    67.61,   177.42,    22.30,    88.21,    -1.92,     1.87,    69.37,    65.287935,  -147.466657,   51415.66
42.08773205,   -0.971,  -11.755,  -65.010,    4.657,    1.824,  145.029,   0.019376,   0.328058,   0.944459,   0.380852,  -0.875839,   0.296409,   0.924433,   0.353956,  -0.141912,     2.91,    67.58,   159.47,    20.73,    72.58,    -8.16,     1.87,    69.37,    65.288009,  -147.466651,   51437.81
42.09773219,   -0.971,  -11.784,  -48.252,    4.656,    1.851,  145.001,   0.019431,   0.586451,   0.809752,   0.381309,  -0.753037,   0.536226,   0.924243,   0.298347,  -0.238251,     2.92,    67.55,   142.09,    17.36,    56.49,   -13.78,     1.87,    69.37,    65.288083,  -147.466645,   51459.97
42.10773334,   -0.980,  -11.810,  -31.490,    4.657,    1.875,  144.975,   0.019322,   0.795045,   0.606243,   0.381749,  -0.566283,   0.730473,   0.924064,   0.217319,  -0.314450,     2.90,    67.53,   125.46,    12.55,    39.69,   -18.33,     1.87,    69.36,    65.288158,  -147.466640,   51482.14
42.11773248,   -0.999,  -11.831,  -14.747,    4.650,    1.893,  144.954,   0.019049,   0.935971,   0.351560,   0.382115,  -0.331746,   0.862515,   0.923918,   0.117906,  -0.363968,     2.85,    67.51,   109.52,     6.77,    22.18,   -21.34,     1.87,    69.36,    65.288232,  -147.466634,   51504.30
42.12773262,   -1.024,  -11.844,    2.015,    4.655,    1.902,  144.942,   0.018643,   0.997593,   0.066784,   0.382371,  -0.068832,   0.921442,   0.923821,   0.008358,  -0.382734,     2.79,    67.49,    93.95,     0.48,     4.15,   -22.50,     1.87,    69.36,    65.288306,  -147.466628,   51526.46
42.13773177,   -1.054,  -11.849,   18.769,    4.653,    1.902,  144.938,   0.018147,   0.974528,  -0.223532,   0.382489,   0.199796,   0.902100,   0.923782,  -0.101869,  -0.369120,     2.72,    67.49,    78.41,    -5.85,   -13.92,   -21.66,     1.87,    69.36,    65.288381,  -147.466622,   51548.61
