36.397 UE/Lynch
NSROC Attitude Solution
T0: 02/10/2026 10:19:00.0053 UTC

    Time,     YawI,   PitchI,    RollI, RollRateI,    AoA_T,   AngleB,      a11,      a12,      a13,      a21,      a22,      a23,      a31,      a32,      a33,     X_Az,     X_El,     Y_Az,     Y_El,     Z_Az,     Z_El,     F_Az,     F_El,    Latgd,     Long,      Alt
   (sec),    (deg),    (deg),    (deg),     (Hz),    (deg),    (deg),      ( - ),      ( - ),      ( - ),      ( - ),      ( - ),      ( - ),      ( - ),      ( - ),      ( - ),    (deg),    (deg),    (deg),    (deg),    (deg),    (deg),    (deg),    (deg),    (deg),    (deg),      (m)

-0.01217563,    0.000,    0.000,    0.000,    0.003,   14.587,  156.447,   0.016026,   0.994648,   0.102068,   0.186714,  -0.103263,   0.976972,   0.982284,   0.003401,  -0.187369,     4.91,    79.20,    95.93,     0.19,     5.96,   -10.80,   -93.23,    81.56,    65.129785,  -147.485540,     222.08
-0.00217559,   -0.000,   -0.001,    0.060,    0.017,    9.341,  156.446,   0.016026,   0.994755,   0.101026,   0.186734,  -0.102239,   0.977076,   0.982280,   0.003206,  -0.187393,     4.91,    79.20,    95.87,     0.18,     5.90,   -10.80,   -54.55,    83.47,    65.129785,  -147.485540,     222.10
0.00782345,   -0.000,   -0.000,    0.000,    0.008,   13.517,  156.452,   0.015953,   0.994841,   0.100187,   0.186642,  -0.101402,   0.977181,   0.982298,   0.003110,  -0.187297,     4.89,    79.20,    95.82,     0.18,     5.85,   -10.80,   -94.86,    83.46,    65.129785,  -147.485540,     222.15
0.01782448,    0.001,    0.002,    0.075,    0.021,   17.666,  156.453,   0.015971,   0.994970,   0.098890,   0.186612,  -0.100131,   0.977318,   0.982304,   0.002846,  -0.187272,     4.89,    79.21,    95.75,     0.16,     5.78,   -10.79,  -157.14,    82.92,    65.129785,  -147.485540,     222.21
0.02782352,    0.006,   -0.001,    0.141,    0.012,   17.094,  156.450,   0.016059,   0.995083,   0.097733,   0.186648,  -0.099011,   0.977425,   0.982296,   0.002546,  -0.187320,     4.92,    79.20,    95.68,     0.15,     5.71,   -10.80,   140.58,    82.37,    65.129785,  -147.485539,     222.27
0.03782355,   -0.000,    0.009,    0.172,    0.008,   11.494,  156.461,   0.015933,   0.995136,   0.097211,   0.186489,  -0.098475,   0.977509,   0.982328,   0.002554,  -0.187151,     4.88,    79.21,    95.65,     0.15,     5.68,   -10.79,    78.30,    81.83,    65.129785,  -147.485539,     222.33
0.04782259,    0.004,    0.020,    0.203,    0.011,    2.783,  156.472,   0.015987,   0.995188,   0.096668,   0.186288,  -0.097953,   0.977600,   0.982365,   0.002379,  -0.186958,     4.91,    79.22,    95.62,     0.14,     5.65,   -10.78,    16.03,    81.29,    65.129785,  -147.485539,     222.39
0.05782362,    0.011,    0.027,    0.203,    0.000,    1.593,  156.478,   0.016093,   0.995186,   0.096670,   0.186164,  -0.097974,   0.977622,   0.982387,   0.002264,  -0.186845,     4.94,    79.23,    95.62,     0.13,     5.65,   -10.77,     2.57,    80.77,    65.129785,  -147.485539,     222.46
0.06782366,    0.009,    0.031,    0.139,    0.003,    1.102,  156.482,   0.016061,   0.995079,   0.097779,   0.186098,  -0.099058,   0.977525,   0.982400,   0.002496,  -0.186773,     4.93,    79.23,    95.68,     0.14,     5.71,   -10.76,     2.70,    80.26,    65.129785,  -147.485539,     222.54
0.07782270,    0.003,    0.046,    0.214,    0.021,    0.630,  156.497,   0.015926,   0.995206,   0.096494,   0.185853,  -0.097771,   0.977701,   0.982448,   0.002363,  -0.186520,     4.90,    79.25,    95.61,     0.14,     5.64,   -10.75,     2.83,    79.75,    65.129786,  -147.485539,     222.62
0.08782373,    0.006,    0.063,    0.326,    0.012,    0.364,  156.514,   0.015949,   0.995393,   0.094545,   0.185554,  -0.095861,   0.977947,   0.982505,   0.001946,  -0.186228,     4.91,    79.27,    95.50,     0.11,     5.52,   -10.73,     2.96,    79.25,    65.129786,  -147.485539,     222.70
0.09782277,    0.003,    0.072,    0.426,    0.028,    0.637,  156.524,   0.015872,   0.995557,   0.092812,   0.185403,  -0.094144,   0.978142,   0.982534,   0.001683,  -0.186074,     4.89,    79.28,    95.40,     0.10,     5.42,   -10.72,     3.09,    78.74,    65.129786,  -147.485539,     222.78
0.10782280,    0.000,    0.084,    0.484,    0.016,    0.709,  156.536,   0.015812,   0.995651,   0.091811,   0.185206,  -0.093150,   0.978275,   0.982573,   0.001536,  -0.185873,     4.88,    79.29,    95.34,     0.09,     5.36,   -10.71,     3.26,    78.65,    65.129786,  -147.485539,     222.99
0.11782384,   -0.008,    0.100,    0.513,    0.008,    0.682,  156.552,   0.015640,   0.995700,   0.091309,   0.184950,  -0.092625,   0.978373,   0.982624,   0.001586,  -0.185603,     4.83,    79.30,    95.31,     0.09,     5.33,   -10.70,     3.45,    78.68,    65.129787,  -147.485539,     223.23
0.12782288,   -0.011,    0.109,    0.545,    0.013,    0.651,  156.561,   0.015568,   0.995751,   0.090758,   0.184810,  -0.092070,   0.978452,   0.982651,   0.001540,  -0.185458,     4.82,    79.31,    95.28,     0.09,     5.30,   -10.69,     3.63,    78.70,    65.129788,  -147.485538,     223.47
0.13782291,   -0.007,    0.124,    0.582,    0.010,    0.631,  156.576,   0.015618,   0.995809,   0.090117,   0.184545,  -0.091450,   0.978560,   0.982700,   0.001348,  -0.185200,     4.84,    79.33,    95.25,     0.08,     5.26,   -10.67,     3.81,    78.73,    65.129788,  -147.485538,     223.71
0.14782195,   -0.007,    0.125,    0.596,    0.011,    0.596,  156.577,   0.015610,   0.995830,   0.089885,   0.184529,  -0.091221,   0.978585,   0.982703,   0.001311,  -0.185183,     4.84,    79.33,    95.23,     0.08,     5.25,   -10.67,     3.99,    78.75,    65.129789,  -147.485538,     223.95
0.15782299,   -0.003,    0.136,    0.653,    0.016,    0.556,  156.588,   0.015660,   0.995919,   0.088886,   0.184326,  -0.090249,   0.978713,   0.982740,   0.001057,  -0.184987,     4.86,    79.34,    95.18,     0.06,     5.19,   -10.66,     4.11,    78.80,    65.129789,  -147.485538,     224.11
0.16782202,    0.004,    0.131,    0.741,    0.014,    0.495,  156.582,   0.015797,   0.996052,   0.087359,   0.184406,  -0.088774,   0.978833,   0.982723,   0.000647,  -0.185081,     4.90,    79.33,    95.09,     0.04,     5.10,   -10.67,     4.20,    78.86,    65.129789,  -147.485538,     224.25
0.17782206,    0.007,    0.125,    0.810,    0.019,    0.432,  156.576,   0.015857,   0.996155,   0.086159,   0.184496,  -0.087605,   0.978921,   0.982705,   0.000373,  -0.185176,     4.91,    79.33,    95.03,     0.02,     5.03,   -10.67,     4.29,    78.91,    65.129790,  -147.485537,     224.39
0.18782310,    0.024,    0.120,    0.893,    0.017,    0.375,  156.570,   0.016148,   0.996274,   0.084721,   0.184548,  -0.086246,   0.979032,   0.982691,  -0.000174,  -0.185254,     5.00,    79.32,    94.95,    -0.01,     4.95,   -10.68,     4.38,    78.97,    65.129790,  -147.485537,     224.53
0.19782213,    0.033,    0.109,    0.917,    0.007,    0.309,  156.557,   0.016336,   0.996307,   0.084292,   0.184729,  -0.085860,   0.979032,   0.982654,  -0.000422,  -0.185450,     5.05,    79.31,    94.93,    -0.02,     4.92,   -10.69,     4.47,    79.02,    65.129790,  -147.485537,     224.67
0.20782217,    0.047,    0.088,    0.940,    0.013,    0.307,  156.535,   0.016620,   0.996336,   0.083900,   0.185059,  -0.085527,   0.978999,   0.982587,  -0.000745,  -0.185802,     5.13,    79.29,    94.91,    -0.04,     4.90,   -10.71,     4.58,    79.00,    65.129790,  -147.485537,     224.86
0.21782121,    0.065,    0.069,    0.976,    0.010,    0.327,  156.515,   0.016955,   0.996383,   0.083264,   0.185348,  -0.084965,   0.978993,   0.982527,  -0.001166,  -0.186118,     5.23,    79.27,    94.87,    -0.07,     4.86,   -10.73,     4.69,    78.96,    65.129791,  -147.485537,     225.06
0.22782224,    0.075,    0.050,    0.996,    0.011,    0.345,  156.495,   0.017168,   0.996410,   0.082903,   0.185660,  -0.084650,   0.978961,   0.982464,  -0.001415,  -0.186447,     5.28,    79.25,    94.86,    -0.08,     4.84,   -10.75,     4.80,    78.92,    65.129791,  -147.485537,     225.26
0.23782128,    0.082,    0.028,    1.041,    0.012,    0.360,  156.473,   0.017317,   0.996472,   0.082125,   0.186020,  -0.083914,   0.978956,   0.982393,  -0.001675,  -0.186817,     5.32,    79.23,    94.81,    -0.10,     4.80,   -10.77,     4.90,    78.88,    65.129792,  -147.485537,     225.46
0.24782132,    0.092,   -0.001,    1.083,    0.011,    0.370,  156.443,   0.017553,   0.996529,   0.081380,   0.186492,  -0.083227,   0.978925,   0.982300,  -0.002006,  -0.187305,     5.38,    79.20,    94.77,    -0.11,     4.75,   -10.80,     5.01,    78.84,    65.129792,  -147.485537,     225.66
0.25782235,    0.095,   -0.031,    1.104,    0.006,    0.319,  156.413,   0.017647,   0.996558,   0.081004,   0.187004,  -0.082877,   0.978857,   0.982201,  -0.002126,  -0.187823,     5.39,    79.17,    94.75,    -0.12,     4.73,   -10.83,     5.12,    78.86,    65.129792,  -147.485537,     225.87
0.26782139,    0.090,   -0.048,    1.123,    0.009,    0.265,  156.397,   0.017597,   0.996585,   0.080673,   0.187295,  -0.082543,   0.978830,   0.982146,  -0.002115,  -0.188108,     5.37,    79.16,    94.73,    -0.12,     4.71,   -10.84,     5.22,    78.89,    65.129793,  -147.485537,     226.09
0.27782143,    0.089,   -0.064,    1.178,    0.015,    0.213,  156.381,   0.017609,   0.996662,   0.079714,   0.187574,  -0.081604,   0.978855,   0.982093,  -0.002284,  -0.188385,     5.36,    79.14,    94.68,    -0.13,     4.66,   -10.86,     5.32,    78.93,    65.129793,  -147.485536,     226.31
0.28782047,    0.077,   -0.091,    1.167,    0.008,    0.152,  156.355,   0.017444,   0.996651,   0.079892,   0.188055,  -0.081749,   0.978750,   0.982004,  -0.002049,  -0.188851,     5.30,    79.11,    94.69,    -0.12,     4.67,   -10.89,     5.42,    78.96,    65.129794,  -147.485536,     226.53
0.29782150,    0.069,   -0.107,    1.191,    0.007,    0.111,  156.339,   0.017331,   0.996686,   0.079480,   0.188347,  -0.081323,   0.978730,   0.981950,  -0.001992,  -0.189132,     5.26,    79.10,    94.66,    -0.11,     4.64,   -10.90,     5.52,    79.00,    65.129794,  -147.485536,     226.75
0.30782054,    0.063,   -0.101,    1.217,    0.007,    0.097,  156.346,   0.017219,   0.996724,   0.079027,   0.188247,  -0.080857,   0.978788,   0.981971,  -0.001977,  -0.189022,     5.23,    79.10,    94.64,    -0.11,     4.62,   -10.90,     5.48,    79.02,    65.129794,  -147.485536,     226.99
0.31782058,    0.048,   -0.109,    1.176,   -0.011,    0.076,  156.340,   0.016974,   0.996672,   0.079734,   0.188408,  -0.081506,   0.978703,   0.981944,  -0.001590,  -0.189165,     5.15,    79.10,    94.68,    -0.09,     4.66,   -10.90,     5.41,    79.04,    65.129795,  -147.485536,     227.23
0.32782162,    0.039,   -0.116,    1.175,    0.002,    0.055,  156.333,   0.016831,   0.996672,   0.079762,   0.188547,  -0.081506,   0.978676,   0.981920,  -0.001433,  -0.189291,     5.10,    79.09,    94.68,    -0.08,     4.66,   -10.91,     5.34,    79.06,    65.129796,  -147.485535,     227.47
0.33782065,    0.037,   -0.098,    1.130,   -0.012,    0.045,  156.351,   0.016769,   0.996609,   0.080551,   0.188239,  -0.082268,   0.978672,   0.981980,  -0.001248,  -0.188980,     5.09,    79.11,    94.72,    -0.07,     4.71,   -10.89,     5.27,    79.08,    65.129796,  -147.485535,     227.71
0.34782069,    0.032,   -0.069,    1.121,   -0.001,    0.048,  156.381,   0.016627,   0.996599,   0.080705,   0.187754,  -0.082393,   0.978754,   0.982075,  -0.001121,  -0.188486,     5.06,    79.14,    94.73,    -0.06,     4.71,   -10.86,     5.19,    79.09,    65.129797,  -147.485535,     227.95
0.35781973,    0.033,   -0.051,    1.196,    0.021,    0.033,  156.398,   0.016617,   0.996703,   0.079415,   0.187452,  -0.081123,   0.978918,   0.982133,  -0.001381,  -0.188182,     5.07,    79.15,    94.65,    -0.08,     4.64,   -10.85,     5.17,    79.13,    65.129797,  -147.485535,     228.23
0.36782077,    0.043,   -0.033,    1.221,    0.004,    0.013,  156.415,   0.016746,   0.996735,   0.078990,   0.187134,  -0.080730,   0.979012,   0.982192,  -0.001613,  -0.187875,     5.11,    79.17,    94.63,    -0.09,     4.61,   -10.83,     5.17,    79.16,    65.129798,  -147.485535,     228.53
0.37782080,    0.038,    0.017,    1.208,   -0.004,    0.027,  156.465,   0.016574,   0.996719,   0.079225,   0.186293,  -0.080927,   0.979156,   0.982354,  -0.001469,  -0.187023,     5.08,    79.22,    94.64,    -0.08,     4.63,   -10.78,     5.16,    79.20,    65.129799,  -147.485534,     228.83
0.38781984,    0.038,    0.058,    1.198,    0.001,    0.032,  156.506,   0.016507,   0.996706,   0.079405,   0.185588,  -0.081090,   0.979276,   0.982489,  -0.001429,  -0.186315,     5.08,    79.26,    94.65,    -0.08,     4.64,   -10.74,     5.15,    79.23,    65.129799,  -147.485534,     229.13
0.39782088,    0.044,    0.102,    1.193,   -0.001,    0.040,  156.550,   0.016532,   0.996697,   0.079505,   0.184818,  -0.081192,   0.979413,   0.982634,  -0.001498,  -0.185550,     5.11,    79.31,    94.66,    -0.09,     4.64,   -10.69,     5.14,    79.27,    65.129800,  -147.485534,     229.43
0.40781992,    0.040,    0.161,    1.163,   -0.001,    0.102,  156.609,   0.016359,   0.996657,   0.080049,   0.183822,  -0.081693,   0.979559,   0.982823,  -0.001309,  -0.184544,     5.09,    79.37,    94.69,    -0.08,     4.67,   -10.63,     5.15,    79.26,    65.129800,  -147.485534,     229.77
0.41781996,    0.039,    0.190,    1.126,   -0.010,    0.146,  156.638,   0.016298,   0.996604,   0.080709,   0.183327,  -0.082330,   0.979598,   0.982917,  -0.001169,  -0.184047,     5.08,    79.39,    94.72,    -0.07,     4.71,   -10.61,     5.17,    79.25,    65.129801,  -147.485534,     230.11
0.42781899,    0.048,    0.237,    1.043,   -0.007,    0.207,  156.684,   0.016360,   0.996485,   0.082159,   0.182510,  -0.083766,   0.979629,   0.983068,  -0.001032,  -0.183239,     5.12,    79.44,    94.81,    -0.06,     4.79,   -10.56,     5.18,    79.23,    65.129802,  -147.485534,     230.45
0.43782003,    0.059,    0.266,    0.985,   -0.016,    0.250,  156.712,   0.016512,   0.996398,   0.083182,   0.182002,  -0.084799,   0.979635,   0.983159,  -0.001036,  -0.182747,     5.18,    79.47,    94.86,    -0.06,     4.85,   -10.53,     5.20,    79.22,    65.129802,  -147.485534,     230.79
0.44782007,    0.062,    0.273,    1.020,   -0.005,    0.272,  156.718,   0.016537,   0.996448,   0.082565,   0.181881,  -0.084197,   0.979709,   0.983181,  -0.001185,  -0.182627,     5.20,    79.48,    94.83,    -0.07,     4.82,   -10.52,     5.21,    79.21,    65.129803,  -147.485534,     231.13
0.45781911,    0.069,    0.263,    0.958,   -0.017,    0.299,  156.709,   0.016690,   0.996356,   0.083643,   0.182023,  -0.085284,   0.979589,   0.983153,  -0.001125,  -0.182783,     5.24,    79.47,    94.89,    -0.06,     4.88,   -10.53,     5.23,    79.17,    65.129803,  -147.485534,     231.50
0.46782015,    0.072,    0.245,    0.929,   -0.008,    0.323,  156.690,   0.016771,   0.996312,   0.084147,   0.182333,  -0.085796,   0.979486,   0.983094,  -0.001084,  -0.183100,     5.26,    79.45,    94.92,    -0.06,     4.91,   -10.55,     5.26,    79.13,    65.129804,  -147.485534,     231.88
0.47781919,    0.069,    0.206,    0.898,   -0.009,    0.326,  156.652,   0.016790,   0.996266,   0.084686,   0.182999,  -0.086329,   0.979315,   0.982970,  -0.000945,  -0.183765,     5.24,    79.41,    94.95,    -0.05,     4.94,   -10.59,     5.28,    79.08,    65.129805,  -147.485533,     232.26
0.48781922,    0.074,    0.162,    0.919,   -0.005,    0.325,  156.608,   0.016944,   0.996297,   0.084292,   0.183740,  -0.085971,   0.979208,   0.982829,  -0.001104,  -0.184516,     5.27,    79.37,    94.93,    -0.06,     4.92,   -10.63,     5.31,    79.04,    65.129805,  -147.485533,     232.64
0.49781826,    0.071,    0.111,    0.994,    0.021,    0.316,  156.557,   0.016980,   0.996406,   0.082981,   0.184618,  -0.084690,   0.979155,   0.982664,  -0.001307,  -0.185393,     5.26,    79.32,    94.86,    -0.07,     4.84,   -10.68,     5.33,    79.00,    65.129806,  -147.485533,     233.02
0.50781930,    0.058,    0.047,    1.041,    0.004,    0.266,  156.494,   0.016873,   0.996477,   0.082153,   0.185738,  -0.083858,   0.979014,   0.982455,  -0.001260,  -0.186498,     5.19,    79.25,    94.81,    -0.07,     4.80,   -10.75,     5.35,    78.99,    65.129807,  -147.485533,     233.43
0.51781934,    0.059,   -0.010,    1.065,    0.007,    0.214,  156.437,   0.016981,   0.996511,   0.081721,   0.186711,  -0.083455,   0.978864,   0.982268,  -0.001364,  -0.187477,     5.20,    79.19,    94.79,    -0.08,     4.77,   -10.81,     5.37,    78.98,    65.129807,  -147.485533,     233.85
0.52781838,    0.049,   -0.051,    1.197,    0.011,    0.181,  156.397,   0.016883,   0.996700,   0.079400,   0.187417,  -0.081159,   0.978922,   0.982135,  -0.001647,  -0.188168,     5.15,    79.15,    94.66,    -0.09,     4.64,   -10.85,     5.39,    78.98,    65.129808,  -147.485532,     234.27
0.53781942,    0.042,   -0.078,    1.312,    0.032,    0.162,  156.370,   0.016804,   0.996859,   0.077396,   0.187901,  -0.079176,   0.978991,   0.982044,  -0.001908,  -0.188642,     5.11,    79.13,    94.54,    -0.11,     4.52,   -10.87,     5.40,    78.97,    65.129809,  -147.485532,     234.69
0.54781846,    0.037,   -0.102,    1.404,    0.018,    0.148,  156.348,   0.016761,   0.996983,   0.075783,   0.188307,  -0.077585,   0.979041,   0.981967,  -0.002140,  -0.189039,     5.09,    79.10,    94.45,    -0.12,     4.43,   -10.90,     5.42,    78.97,    65.129810,  -147.485532,     235.11
0.55781849,    0.018,   -0.111,    1.493,    0.025,    0.156,  156.340,   0.016453,   0.997104,   0.074245,   0.188498,  -0.076017,   0.979127,   0.981936,  -0.002115,  -0.189203,     4.99,    79.09,    94.36,    -0.12,     4.34,   -10.91,     5.43,    78.96,    65.129811,  -147.485532,     235.56
0.56781953,    0.002,   -0.111,    1.607,    0.022,    0.172,  156.341,   0.016167,   0.997255,   0.072263,   0.188535,  -0.074016,   0.979273,   0.981933,  -0.002208,  -0.189214,     4.90,    79.09,    94.24,    -0.13,     4.22,   -10.91,     5.44,    78.95,    65.129811,  -147.485532,     236.02
0.57781857,   -0.003,   -0.108,    1.667,    0.017,    0.183,  156.344,   0.016088,   0.997332,   0.071210,   0.188492,  -0.072967,   0.979360,   0.981943,  -0.002334,  -0.189163,     4.88,    79.10,    94.18,    -0.13,     4.16,   -10.90,     5.44,    78.95,    65.129812,  -147.485531,     236.48
0.58781861,   -0.021,   -0.121,    1.804,    0.024,    0.191,  156.333,   0.015793,   0.997504,   0.068826,   0.188739,  -0.070572,   0.979488,   0.981900,  -0.002479,  -0.189382,     4.78,    79.08,    94.05,    -0.14,     4.02,   -10.92,     5.45,    78.94,    65.129813,  -147.485531,     236.94
0.59781765,   -0.032,   -0.131,    1.880,    0.021,    0.198,  156.324,   0.015607,   0.997597,   0.067507,   0.188925,  -0.069241,   0.979547,   0.981868,  -0.002534,  -0.189551,     4.72,    79.07,    93.97,    -0.15,     3.94,   -10.93,     5.45,    78.93,    65.129814,  -147.485531,     237.40
0.60781869,   -0.022,   -0.146,    2.004,    0.026,    0.195,  156.308,   0.015814,   0.997738,   0.065333,   0.189171,  -0.067147,   0.979646,   0.981817,  -0.003133,  -0.189805,     4.78,    79.06,    93.85,    -0.18,     3.82,   -10.94,     5.50,    78.92,    65.129815,  -147.485531,     237.88
0.61781773,   -0.019,   -0.149,    2.091,    0.024,    0.207,  156.305,   0.015882,   0.997835,   0.063824,   0.189221,  -0.065678,   0.979736,   0.981806,  -0.003483,  -0.189854,     4.80,    79.05,    93.77,    -0.20,     3.73,   -10.94,     5.55,    78.91,    65.129815,  -147.485531,     238.36
0.62781777,   -0.011,   -0.147,    2.180,    0.025,    0.221,  156.307,   0.016000,   0.997930,   0.062284,   0.189162,  -0.064188,   0.979846,   0.981816,  -0.003896,  -0.189797,     4.83,    79.06,    93.68,    -0.22,     3.64,   -10.94,     5.61,    78.89,    65.129816,  -147.485530,     238.84
0.63781881,    0.014,   -0.119,    2.245,    0.018,    0.244,  156.332,   0.016395,   0.997993,   0.061158,   0.188652,  -0.063155,   0.980011,   0.981907,  -0.004530,  -0.189308,     4.97,    79.08,    93.62,    -0.26,     3.57,   -10.91,     5.67,    78.88,    65.129817,  -147.485530,     239.32
0.64781785,    0.035,   -0.091,    2.333,    0.024,    0.275,  156.359,   0.016716,   0.998081,   0.059630,   0.188123,  -0.061712,   0.980205,   0.982003,  -0.005167,  -0.188793,     5.08,    79.11,    93.54,    -0.30,     3.48,   -10.88,     5.72,    78.87,    65.129818,  -147.485530,     239.80
0.65781789,    0.053,   -0.061,    2.399,    0.018,    0.311,  156.387,   0.016976,   0.998143,   0.058494,   0.187586,  -0.060643,   0.980374,   0.982101,  -0.005670,  -0.188268,     5.17,    79.14,    93.48,    -0.32,     3.41,   -10.85,     5.71,    78.85,    65.129819,  -147.485530,     240.32
0.66781693,    0.079,   -0.035,    2.461,    0.021,    0.346,  156.410,   0.017380,   0.998199,   0.057411,   0.187098,  -0.059652,   0.980528,   0.982187,  -0.006300,  -0.187798,     5.31,    79.17,    93.42,    -0.36,     3.35,   -10.82,     5.67,    78.83,    65.129820,  -147.485530,     240.86
0.67781797,    0.090,   -0.027,    2.568,    0.030,    0.371,  156.417,   0.017546,   0.998302,   0.055546,   0.186944,  -0.057850,   0.980666,   0.982214,  -0.006823,  -0.187642,     5.36,    79.18,    93.32,    -0.39,     3.24,   -10.82,     5.63,    78.81,    65.129821,  -147.485529,     241.40
0.68781701,    0.097,   -0.040,    2.633,    0.022,    0.376,  156.404,   0.017691,   0.998362,   0.054417,   0.187148,  -0.056770,   0.980690,   0.982172,  -0.007165,  -0.187846,     5.40,    79.16,    93.25,    -0.41,     3.18,   -10.83,     5.59,    78.79,    65.129822,  -147.485529,     241.94
0.69781705,    0.111,   -0.067,    2.731,    0.027,    0.367,  156.376,   0.017987,   0.998448,   0.052703,   0.187578,  -0.055145,   0.980701,   0.982085,  -0.007754,  -0.188278,     5.48,    79.14,    93.16,    -0.44,     3.08,   -10.85,     5.55,    78.77,    65.129823,  -147.485529,     242.48
0.70781809,    0.120,   -0.110,    2.829,    0.024,    0.352,  156.332,   0.018214,   0.998534,   0.050981,   0.188300,  -0.053502,   0.980653,   0.981943,  -0.008262,  -0.188999,     5.52,    79.10,    93.07,    -0.47,     2.98,   -10.89,     5.50,    78.74,    65.129824,  -147.485529,     243.05
0.71781712,    0.116,   -0.153,    2.929,    0.028,    0.339,  156.290,   0.018228,   0.998621,   0.049229,   0.189042,  -0.051791,   0.980602,   0.981800,  -0.008568,  -0.189726,     5.51,    79.05,    92.97,    -0.49,     2.87,   -10.94,     5.46,    78.71,    65.129825,  -147.485529,     243.63
0.72781716,    0.122,   -0.189,    3.002,    0.024,    0.333,  156.253,   0.018383,   0.998681,   0.047935,   0.189654,  -0.050555,   0.980549,   0.981679,  -0.008935,  -0.190333,     5.54,    79.02,    92.90,    -0.51,     2.80,   -10.97,     5.42,    78.68,    65.129826,  -147.485528,     244.21
0.73781620,    0.118,   -0.224,    3.096,    0.026,    0.329,  156.219,   0.018381,   0.998759,   0.046291,   0.190248,  -0.048947,   0.980515,   0.981564,  -0.009216,  -0.190912,     5.52,    78.98,    92.81,    -0.53,     2.70,   -11.01,     5.37,    78.65,    65.129827,  -147.485528,     244.79
0.74781724,    0.110,   -0.252,    3.165,    0.023,    0.332,  156.192,   0.018294,   0.998816,   0.045086,   0.190741,  -0.047751,   0.980478,   0.981470,  -0.009337,  -0.191389,     5.48,    78.95,    92.74,    -0.53,     2.63,   -11.03,     5.33,    78.62,    65.129828,  -147.485528,     245.37
0.75781728,    0.101,   -0.276,    3.263,    0.027,    0.327,  156.168,   0.018179,   0.998894,   0.043364,   0.191168,  -0.046044,   0.980477,   0.981389,  -0.009535,  -0.191793,     5.43,    78.93,    92.64,    -0.55,     2.53,   -11.06,     5.31,    78.60,    65.129829,  -147.485528,     245.98
0.76781632,    0.084,   -0.309,    3.325,    0.023,    0.311,  156.137,   0.017938,   0.998945,   0.042282,   0.191755,  -0.044941,   0.980413,   0.981279,  -0.009479,  -0.192359,     5.34,    78.90,    92.58,    -0.54,     2.47,   -11.09,     5.29,    78.58,    65.129830,  -147.485528,     246.60
0.77781737,    0.057,   -0.349,    3.426,    0.028,    0.289,  156.100,   0.017542,   0.999025,   0.040503,   0.192481,  -0.043125,   0.980353,   0.981144,  -0.009401,  -0.193049,     5.21,    78.86,    92.47,    -0.54,     2.37,   -11.13,     5.27,    78.57,    65.129831,  -147.485527,     247.22
0.78781641,    0.041,   -0.392,    3.521,    0.024,    0.264,  156.058,   0.017334,   0.999095,   0.038843,   0.193250,  -0.041464,   0.980273,   0.980996,  -0.009485,  -0.193794,     5.13,    78.81,    92.38,    -0.54,     2.27,   -11.17,     5.25,    78.55,    65.129833,  -147.485527,     247.84
0.79781645,    0.021,   -0.446,    3.639,    0.033,    0.230,  156.006,   0.017078,   0.999178,   0.036768,   0.194196,  -0.039388,   0.980172,   0.980814,  -0.009599,  -0.194709,     5.03,    78.76,    92.26,    -0.55,     2.15,   -11.23,     5.23,    78.53,    65.129834,  -147.485527,     248.46
0.80781549,   -0.000,   -0.494,    3.745,    0.027,    0.200,  155.959,   0.016796,   0.999249,   0.034913,   0.195065,  -0.037522,   0.980072,   0.980647,  -0.009651,  -0.195549,     4.92,    78.71,    92.15,    -0.55,     2.04,   -11.28,     5.22,    78.52,    65.129835,  -147.485527,     249.12
0.81781653,   -0.014,   -0.526,    3.855,    0.031,    0.186,  155.929,   0.016619,   0.999318,   0.032981,   0.195631,  -0.035598,   0.980031,   0.980537,  -0.009835,  -0.196089,     4.86,    78.68,    92.04,    -0.56,     1.93,   -11.31,     5.20,    78.50,    65.129836,  -147.485526,     249.78
0.82781657,   -0.023,   -0.544,    3.960,    0.028,    0.184,  155.911,   0.016489,   0.999379,   0.031154,   0.195959,  -0.033784,   0.980030,   0.980474,  -0.010055,  -0.196394,     4.81,    78.66,    91.94,    -0.58,     1.82,   -11.33,     5.18,    78.49,    65.129837,  -147.485526,     250.44
0.83781561,   -0.031,   -0.546,    4.065,    0.029,    0.197,  155.911,   0.016350,   0.999436,   0.029320,   0.195992,  -0.031959,   0.980084,   0.980469,  -0.010278,  -0.196405,     4.77,    78.66,    91.83,    -0.59,     1.71,   -11.33,     5.17,    78.48,    65.129839,  -147.485525,     251.10
0.84781665,   -0.027,   -0.529,    4.167,    0.028,    0.222,  155.927,   0.016397,   0.999486,   0.027548,   0.195704,  -0.030227,   0.980197,   0.980526,  -0.010681,  -0.196099,     4.79,    78.67,    91.73,    -0.61,     1.61,   -11.31,     5.15,    78.46,    65.129840,  -147.485525,     251.76
0.85781569,   -0.025,   -0.509,    4.281,    0.032,    0.253,  155.947,   0.016388,   0.999539,   0.025562,   0.195356,  -0.028274,   0.980325,   0.980596,  -0.011072,  -0.195729,     4.80,    78.69,    91.62,    -0.63,     1.49,   -11.29,     5.17,    78.45,    65.129841,  -147.485525,     252.45
