36.398 UE/Lynch
NSROC Attitude Solution
T0: 02/10/2026 10:19:30.4242 UTC

    Time,     YawI,   PitchI,    RollI, RollRateI,    AoA_T,   AngleB,      a11,      a12,      a13,      a21,      a22,      a23,      a31,      a32,      a33,     X_Az,     X_El,     Y_Az,     Y_El,     Z_Az,     Z_El,     F_Az,     F_El,    Latgd,     Long,      Alt
114.18322210,    2.369,   20.538,  138.857,    0.604,   38.108,  177.760,  -0.034871,  -0.446916,  -0.893896,  -0.173783,   0.883525,  -0.434952,   0.984166,   0.140177,  -0.108476,  -168.65,    79.79,   -26.83,     8.06,  -115.95,    -6.23,    17.20,    62.06,    65.797628,  -146.986061,  189843.06
114.19322325,    2.371,   20.537,  141.014,    0.599,   38.108,  177.759,  -0.034829,  -0.480241,  -0.876445,  -0.173770,   0.866528,  -0.467902,   0.984170,   0.136003,  -0.113632,  -168.67,    79.79,   -29.00,     7.82,  -118.10,    -6.52,    17.20,    62.06,    65.797697,  -146.986009,  189858.76
114.20322339,    2.373,   20.535,  143.190,    0.603,   38.108,  177.757,  -0.034787,  -0.513162,  -0.857586,  -0.173758,   0.848142,  -0.500463,   0.984174,   0.131602,  -0.118670,  -168.68,    79.79,   -31.18,     7.56,  -120.27,    -6.82,    17.20,    62.06,    65.797766,  -146.985956,  189874.47
114.21322253,    2.375,   20.533,  145.381,    0.608,   38.108,  177.755,  -0.034749,  -0.545552,  -0.837357,  -0.173744,   0.828402,  -0.532507,   0.984178,   0.126982,  -0.123573,  -168.69,    79.79,   -33.37,     7.30,  -122.45,    -7.10,    17.20,    62.06,    65.797836,  -146.985904,  189890.19
114.22322367,    2.377,   20.532,  147.547,    0.604,   38.108,  177.753,  -0.034711,  -0.576812,  -0.816139,  -0.173731,   0.807680,  -0.563445,   0.984181,   0.122231,  -0.128246,  -168.70,    79.80,   -35.53,     7.02,  -124.62,    -7.37,    17.20,    62.06,    65.797905,  -146.985852,  189905.91
114.23322381,    2.378,   20.530,  149.705,    0.599,   38.108,  177.752,  -0.034674,  -0.607125,  -0.793849,  -0.173715,   0.785897,  -0.593455,   0.984185,   0.117326,  -0.132717,  -168.71,    79.80,   -37.69,     6.74,  -126.78,    -7.63,    17.20,    62.05,    65.797975,  -146.985800,  189921.63
114.24322495,    2.380,   20.528,  151.886,    0.603,   38.108,  177.750,  -0.034635,  -0.636888,  -0.770178,  -0.173700,   0.762748,  -0.622932,   0.984189,   0.112204,  -0.137045,  -168.72,    79.80,   -39.86,     6.44,  -128.97,    -7.88,    17.20,    62.05,    65.798044,  -146.985747,  189937.35
114.25322410,    2.382,   20.526,  154.068,    0.606,   38.108,  177.748,  -0.034599,  -0.665730,  -0.745390,  -0.173686,   0.738493,  -0.651507,   0.984193,   0.106922,  -0.141179,  -168.73,    79.80,   -42.03,     6.14,  -131.16,    -8.12,    17.20,    62.05,    65.798113,  -146.985695,  189953.06
114.26322424,    2.384,   20.525,  156.227,    0.603,   38.107,  177.746,  -0.034563,  -0.693334,  -0.719787,  -0.173667,   0.713427,  -0.678868,   0.984198,   0.101540,  -0.145068,  -168.74,    79.80,   -44.18,     5.83,  -133.32,    -8.34,    17.20,    62.05,    65.798183,  -146.985643,  189968.76
114.27322538,    2.385,   20.523,  158.393,    0.601,   38.107,  177.744,  -0.034526,  -0.720030,  -0.693083,  -0.173652,   0.687270,  -0.705340,   0.984202,   0.096002,  -0.148763,  -168.75,    79.80,   -46.33,     5.51,  -135.50,    -8.56,    17.20,    62.05,    65.798252,  -146.985591,  189984.46
114.28322552,    2.387,   20.521,  160.571,    0.603,   38.107,  177.742,  -0.034491,  -0.745852,  -0.665218,  -0.173635,   0.659963,  -0.730958,   0.984206,   0.090294,  -0.152269,  -168.77,    79.80,   -48.50,     5.18,  -137.70,    -8.76,    17.20,    62.05,    65.798321,  -146.985539,  190000.16
114.29322466,    2.389,   20.519,  162.737,    0.602,   38.106,  177.740,  -0.034455,  -0.770455,  -0.636563,  -0.173617,   0.631871,  -0.755379,   0.984210,   0.084492,  -0.155535,  -168.78,    79.80,   -50.64,     4.85,  -139.88,    -8.95,    17.20,    62.05,    65.798390,  -146.985486,  190015.86
114.30322581,    2.390,   20.517,  164.909,    0.603,   38.106,  177.739,  -0.034420,  -0.794014,  -0.606924,  -0.173598,   0.602802,  -0.778777,   0.984215,   0.078555,  -0.158588,  -168.79,    79.81,   -52.79,     4.51,  -142.07,    -9.12,    17.20,    62.05,    65.798459,  -146.985434,  190031.56
114.31322595,    2.391,   20.516,  167.087,    0.605,   38.106,  177.737,  -0.034389,  -0.816504,  -0.576315,  -0.173580,   0.572771,  -0.801126,   0.984219,   0.072487,  -0.161425,  -168.79,    79.81,   -54.95,     4.16,  -144.27,    -9.29,    17.20,    62.04,    65.798529,  -146.985382,  190047.26
114.32322709,    2.393,   20.514,  169.257,    0.603,   38.106,  177.735,  -0.034358,  -0.837740,  -0.544987,  -0.173559,   0.542025,  -0.822245,   0.984224,   0.066337,  -0.164020,  -168.80,    79.81,   -57.10,     3.80,  -146.46,    -9.44,    17.20,    62.04,    65.798598,  -146.985329,  190062.97
114.33322623,    2.394,   20.512,  171.411,    0.598,   38.106,  177.733,  -0.034325,  -0.857625,  -0.513128,  -0.173539,   0.510746,  -0.842035,   0.984229,   0.060145,  -0.166363,  -168.81,    79.81,   -59.22,     3.45,  -148.64,    -9.58,    17.20,    62.04,    65.798668,  -146.985277,  190078.67
114.34322637,    2.395,   20.510,  173.583,    0.602,   38.105,  177.731,  -0.034297,  -0.876453,  -0.480265,  -0.173518,   0.478471,  -0.860788,   0.984233,   0.053813,  -0.168490,  -168.82,    79.81,   -61.37,     3.08,  -150.84,    -9.70,    17.20,    62.04,    65.798737,  -146.985224,  190094.37
114.35322751,    2.397,   20.508,  175.762,    0.605,   38.105,  177.729,  -0.034266,  -0.894076,  -0.446603,  -0.173498,   0.445402,  -0.878359,   0.984238,   0.047387,  -0.170382,  -168.83,    79.81,   -63.52,     2.72,  -153.05,    -9.81,    17.20,    62.04,    65.798806,  -146.985172,  190110.07
114.36322666,    2.398,   20.506,  177.921,    0.602,   38.105,  177.727,  -0.034237,  -0.910260,  -0.412619,  -0.173477,   0.412007,  -0.894515,   0.984243,   0.040954,  -0.172015,  -168.84,    79.82,   -65.65,     2.35,  -155.24,    -9.90,    17.20,    62.04,    65.798876,  -146.985120,  190125.77
114.37322680,    2.399,   20.505, -179.919,    0.600,   38.104,  177.726,  -0.034210,  -0.925161,  -0.378030,  -0.173457,   0.378007,  -0.909408,   0.984247,   0.034460,  -0.173407,  -168.84,    79.82,   -67.78,     1.97,  -157.43,    -9.99,    17.20,    62.04,    65.798945,  -146.985068,  190141.47
114.38322794,    2.400,   20.503, -177.742,    0.602,   38.104,  177.724,  -0.034184,  -0.938856,  -0.342608,  -0.173436,   0.343180,  -0.923118,   0.984252,   0.027865,  -0.174563,  -168.85,    79.82,   -69.92,     1.60,  -159.64,   -10.05,    17.20,    62.04,    65.799015,  -146.985016,  190157.17
114.39322808,    2.401,   20.501, -175.570,    0.603,   38.104,  177.722,  -0.034159,  -0.951163,  -0.306793,  -0.173416,   0.307957,  -0.935462,   0.984256,   0.021248,  -0.175466,  -168.86,    79.82,   -72.06,     1.22,  -161.84,   -10.11,    17.20,    62.03,    65.799084,  -146.984963,  190172.87
114.40322722,    2.402,   20.499, -173.418,    0.602,   38.103,  177.720,  -0.034136,  -0.962013,  -0.270863,  -0.173392,   0.272611,  -0.946371,   0.984261,   0.014661,  -0.176111,  -168.86,    79.82,   -74.18,     0.84,  -164.03,   -10.14,    17.20,    62.03,    65.799153,  -146.984911,  190188.56
114.41322836,    2.402,   20.498, -171.254,    0.601,   38.103,  177.719,  -0.034112,  -0.971551,  -0.234359,  -0.173373,   0.236693,  -0.955991,   0.984265,   0.008021,  -0.176515,  -168.87,    79.82,   -76.31,     0.46,  -166.23,   -10.17,    17.20,    62.03,    65.799223,  -146.984859,  190204.24
114.42322851,    2.403,   20.496, -169.082,    0.602,   38.102,  177.717,  -0.034089,  -0.979736,  -0.197373,  -0.173351,   0.200291,  -0.964278,   0.984270,   0.001344,  -0.176666,  -168.88,    79.82,   -78.45,     0.08,  -168.43,   -10.18,    17.20,    62.03,    65.799292,  -146.984807,  190219.92
114.43322965,    2.404,   20.494, -166.927,    0.599,   38.101,  177.715,  -0.034068,  -0.986464,  -0.160400,  -0.173329,   0.163892,  -0.971131,   0.984275,  -0.005282,  -0.176566,  -168.88,    79.83,   -80.57,    -0.30,  -170.62,   -10.17,    17.20,    62.03,    65.799361,  -146.984755,  190235.60
114.44322879,    2.405,   20.492, -164.769,    0.601,   38.101,  177.714,  -0.034048,  -0.991805,  -0.123142,  -0.173306,   0.127206,  -0.976618,   0.984279,  -0.011911,  -0.176217,  -168.89,    79.83,   -82.69,    -0.68,  -172.81,   -10.15,    17.20,    62.03,    65.799430,  -146.984702,  190251.28
114.45322893,    2.405,   20.491, -162.596,    0.604,   38.100,  177.712,  -0.034028,  -0.995761,  -0.085457,  -0.173286,   0.090090,  -0.980743,   0.984284,  -0.018564,  -0.175617,  -168.89,    79.83,   -84.83,    -1.06,  -175.02,   -10.11,    17.20,    62.03,    65.799499,  -146.984650,  190266.96
114.46323007,    2.406,   20.489, -160.431,    0.601,   38.100,  177.710,  -0.034007,  -0.998278,  -0.047793,  -0.173263,   0.052985,  -0.983449,   0.984288,  -0.025163,  -0.174767,  -168.90,    79.83,   -86.96,    -1.44,  -177.22,   -10.07,    17.20,    62.03,    65.799569,  -146.984598,  190282.64
114.47323021,    2.406,   20.487, -158.281,    0.597,   38.100,  177.709,  -0.033989,  -0.999369,  -0.010309,  -0.173240,   0.016050,  -0.984749,   0.984293,  -0.031685,  -0.173676,  -168.90,    79.83,   -89.08,    -1.82,  -179.40,   -10.00,    17.20,    62.02,    65.799638,  -146.984545,  190298.32
114.48322936,    2.407,   20.486, -156.112,    0.601,   38.100,  177.707,  -0.033972,  -0.999044,   0.027524,  -0.173218,  -0.021238,  -0.984655,   0.984298,  -0.038218,  -0.172330,  -168.90,    79.83,   -91.22,    -2.19,   178.40,    -9.92,    17.21,    62.02,    65.799708,  -146.984493,  190314.00
114.49323050,    2.407,   20.484, -153.945,    0.602,   38.100,  177.706,  -0.033955,  -0.997290,   0.065271,  -0.173195,  -0.058449,  -0.983152,   0.984302,  -0.044688,  -0.170741,  -168.91,    79.83,   -93.35,    -2.56,   176.20,    -9.83,    17.21,    62.02,    65.799777,  -146.984440,  190329.69
114.50323064,    2.408,   20.482, -151.797,    0.600,   38.100,  177.704,  -0.033938,  -0.994144,   0.102600,  -0.173173,  -0.095257,  -0.980274,   0.984306,  -0.051036,  -0.168926,  -168.91,    79.84,   -95.47,    -2.93,   174.02,    -9.73,    17.21,    62.02,    65.799846,  -146.984388,  190345.37
114.51323178,    2.408,   20.481, -149.640,    0.599,   38.100,  177.702,  -0.033923,  -0.989580,   0.139931,  -0.173151,  -0.132075,  -0.975999,   0.984311,  -0.057338,  -0.166866,  -168.92,    79.84,   -97.60,    -3.29,   171.84,    -9.61,    17.21,    62.02,    65.799916,  -146.984336,  190361.05
114.52323092,    2.409,   20.479, -147.469,    0.600,   38.100,  177.701,  -0.033908,  -0.983569,   0.177319,  -0.173128,  -0.168958,  -0.970299,   0.984315,  -0.063600,  -0.164554,  -168.92,    79.84,   -99.75,    -3.65,   169.64,    -9.47,    17.21,    62.02,    65.799985,  -146.984284,  190376.73
114.53323106,    2.409,   20.477, -145.309,    0.600,   38.100,  177.699,  -0.033892,  -0.976190,   0.214255,  -0.173108,  -0.205404,  -0.963246,   0.984320,  -0.069735,  -0.162024,  -168.92,    79.84,  -101.88,    -4.00,   167.46,    -9.32,    17.21,    62.02,    65.800054,  -146.984232,  190392.41
114.54323221,    2.409,   20.476, -143.161,    0.600,   38.100,  177.698,  -0.033879,  -0.967473,   0.250694,  -0.173086,  -0.241368,  -0.954873,   0.984324,  -0.075742,  -0.159279,  -168.93,    79.84,  -104.01,    -4.34,   165.29,    -9.17,    17.21,    62.01,    65.800123,  -146.984179,  190408.09
114.55323235,    2.410,   20.474, -140.995,    0.602,   38.099,  177.697,  -0.033864,  -0.957311,   0.287071,  -0.173063,  -0.277280,  -0.945074,   0.984328,  -0.081685,  -0.156286,  -168.93,    79.84,  -106.15,    -4.69,   163.10,    -8.99,    17.21,    62.01,    65.800192,  -146.984127,  190423.77
114.56323149,    2.410,   20.473, -138.826,    0.601,   38.099,  177.695,  -0.033851,  -0.945760,   0.323097,  -0.173042,  -0.312853,  -0.933906,   0.984333,  -0.087523,  -0.153065,  -168.93,    79.84,  -108.30,    -5.02,   160.92,    -8.80,    17.21,    62.01,    65.800262,  -146.984075,  190439.45
114.57323263,    2.410,   20.471, -136.679,    0.596,   38.099,  177.694,  -0.033839,  -0.932994,   0.358299,  -0.173020,  -0.347622,  -0.921533,   0.984337,  -0.093176,  -0.149663,  -168.93,    79.85,  -110.43,    -5.35,   158.75,    -8.61,    17.21,    62.01,    65.800331,  -146.984022,  190455.13
114.58323277,    2.410,   20.470, -134.521,    0.600,   38.099,  177.692,  -0.033827,  -0.918839,   0.393180,  -0.173000,  -0.382083,  -0.907790,   0.984341,  -0.098728,  -0.146034,  -168.94,    79.85,  -112.58,    -5.67,   156.58,    -8.40,    17.21,    62.01,    65.800401,  -146.983970,  190470.81
114.59323191,    2.410,   20.468, -132.354,    0.602,   38.099,  177.691,  -0.033816,  -0.903318,   0.427637,  -0.172979,  -0.416134,  -0.892698,   0.984345,  -0.104160,  -0.142183,  -168.94,    79.85,  -114.73,    -5.98,   154.40,    -8.17,    17.21,    62.01,    65.800470,  -146.983917,  190486.49
114.60323306,    2.410,   20.467, -130.202,    0.600,   38.099,  177.690,  -0.033808,  -0.886625,   0.461251,  -0.172958,  -0.449361,  -0.876447,   0.984349,  -0.109408,  -0.138157,  -168.94,    79.85,  -116.88,    -6.28,   152.24,    -7.94,    17.21,    62.01,    65.800539,  -146.983865,  190502.17
114.61323320,    2.410,   20.466, -128.049,    0.598,   38.099,  177.689,  -0.033798,  -0.868666,   0.494243,  -0.172937,  -0.481983,  -0.858944,   0.984353,  -0.114504,  -0.133935,  -168.94,    79.85,  -119.02,    -6.57,   150.08,    -7.70,    17.21,    62.01,    65.800609,  -146.983813,  190517.85
114.62323434,    2.410,   20.464, -125.882,    0.600,   38.099,  177.687,  -0.033790,  -0.849367,   0.526720,  -0.172916,  -0.514105,  -0.840117,   0.984357,  -0.119465,  -0.129497,  -168.94,    79.85,  -121.19,    -6.86,   147.91,    -7.44,    17.21,    62.00,    65.800678,  -146.983760,  190533.53
114.63323348,    2.410,   20.463, -123.714,    0.601,   38.099,  177.686,  -0.033784,  -0.828832,   0.558477,  -0.172897,  -0.545524,  -0.820067,   0.984360,  -0.124264,  -0.124872,  -168.94,    79.85,  -123.35,    -7.14,   145.74,    -7.17,    17.21,    62.00,    65.800747,  -146.983708,  190549.21
114.64323362,    2.410,   20.462, -121.567,    0.599,   38.099,  177.685,  -0.033778,  -0.807329,   0.589133,  -0.172877,  -0.575864,  -0.799058,   0.984364,  -0.128838,  -0.120117,  -168.94,    79.85,  -125.50,    -7.40,   143.60,    -6.90,    17.21,    62.00,    65.800816,  -146.983655,  190564.89
114.65323476,    2.410,   20.460, -119.406,    0.600,   38.099,  177.684,  -0.033773,  -0.784540,   0.619158,  -0.172856,  -0.605590,  -0.776777,   0.984368,  -0.133259,  -0.115160,  -168.94,    79.86,  -127.66,    -7.66,   141.44,    -6.61,    17.21,    62.00,    65.800885,  -146.983603,  190580.57
114.66323491,    2.410,   20.459, -117.240,    0.600,   38.100,  177.683,  -0.033767,  -0.760580,   0.648365,  -0.172838,  -0.634517,  -0.753336,   0.984371,  -0.137500,  -0.110031,  -168.95,    79.86,  -129.84,    -7.90,   139.28,    -6.32,    17.21,    62.00,    65.800955,  -146.983551,  190596.23
114.67323405,    2.410,   20.458, -115.086,    0.598,   38.100,  177.682,  -0.033765,  -0.735677,   0.676491,  -0.172820,  -0.662383,  -0.728960,   0.984375,  -0.141524,  -0.104775,  -168.95,    79.86,  -132.00,    -8.14,   137.14,    -6.01,    17.21,    62.00,    65.801024,  -146.983499,  190611.88
114.68323519,    2.410,   20.457, -112.935,    0.599,   38.101,  177.681,  -0.033759,  -0.709757,   0.703637,  -0.172801,  -0.689290,  -0.703576,   0.984378,  -0.145342,  -0.099377,  -168.95,    79.86,  -134.16,    -8.36,   135.00,    -5.70,    17.21,    62.00,    65.801094,  -146.983447,  190627.55
114.69323533,    2.409,   20.456, -110.768,    0.602,   38.101,  177.680,  -0.033758,  -0.682650,   0.729965,  -0.172783,  -0.715398,  -0.677017,   0.984381,  -0.148980,  -0.093800,  -168.94,    79.86,  -136.34,    -8.57,   132.84,    -5.38,    17.21,    61.99,    65.801163,  -146.983394,  190643.21
114.70323647,    2.409,   20.455, -108.604,    0.600,   38.102,  177.679,  -0.033756,  -0.654604,   0.755218,  -0.172767,  -0.740450,  -0.649527,   0.984384,  -0.152402,  -0.088099,  -168.94,    79.86,  -138.52,    -8.77,   130.70,    -5.05,    17.21,    61.99,    65.801232,  -146.983342,  190658.87
114.71323561,    2.409,   20.454, -106.454,    0.597,   38.102,  177.678,  -0.033754,  -0.625808,   0.779246,  -0.172749,  -0.764302,  -0.621289,   0.984387,  -0.155585,  -0.082310,  -168.94,    79.86,  -140.69,    -8.95,   128.57,    -4.72,    17.21,    61.99,    65.801302,  -146.983290,  190674.53
114.72323576,    2.409,   20.453, -104.293,    0.600,   38.103,  177.678,  -0.033750,  -0.595973,   0.802295,  -0.172734,  -0.787194,  -0.592021,   0.984390,  -0.158564,  -0.076377,  -168.94,    79.86,  -142.87,    -9.12,   126.42,    -4.38,    17.21,    61.99,    65.801371,  -146.983238,  190690.19
114.73323690,    2.408,   20.452, -102.121,    0.603,   38.104,  177.677,  -0.033750,  -0.565145,   0.824301,  -0.172719,  -0.809063,  -0.561770,   0.984393,  -0.161333,  -0.070305,  -168.94,    79.86,  -145.07,    -9.28,   124.27,    -4.03,    17.21,    61.99,    65.801440,  -146.983186,  190705.85
114.74323704,    2.408,   20.451,  -99.968,    0.600,   38.104,  177.676,  -0.033748,  -0.533772,   0.844955,  -0.172703,  -0.829604,  -0.530972,   0.984396,  -0.163846,  -0.064186,  -168.94,    79.86,  -147.24,    -9.43,   122.15,    -3.68,    17.21,    61.99,    65.801509,  -146.983133,  190721.51
114.75323618,    2.408,   20.450,  -97.815,    0.598,   38.104,  177.675,  -0.033749,  -0.501663,   0.864405,  -0.172684,  -0.848962,  -0.499443,   0.984399,  -0.166125,  -0.057977,  -168.94,    79.87,  -149.42,    -9.56,   120.02,    -3.32,    17.21,    61.99,    65.801578,  -146.983081,  190737.17
114.76323732,    2.407,   20.449,  -95.643,    0.600,   38.104,  177.674,  -0.033751,  -0.468542,   0.882796,  -0.172667,  -0.867284,  -0.466910,   0.984402,  -0.168188,  -0.051630,  -168.94,    79.87,  -151.62,    -9.68,   117.87,    -2.96,    17.21,    61.98,    65.801648,  -146.983029,  190752.83
114.77323746,    2.407,   20.448,  -93.477,    0.602,   38.104,  177.674,  -0.033753,  -0.434841,   0.899874,  -0.172651,  -0.884314,  -0.433798,   0.984405,  -0.170006,  -0.045228,  -168.94,    79.87,  -153.82,    -9.79,   115.74,    -2.59,    17.21,    61.98,    65.801717,  -146.982976,  190768.49
114.78323661,    2.406,   20.447,  -91.323,    0.600,   38.105,  177.673,  -0.033754,  -0.400707,   0.915584,  -0.172636,  -0.899998,  -0.400250,   0.984407,  -0.171573,  -0.038798,  -168.94,    79.87,  -156.00,    -9.88,   113.61,    -2.22,    17.21,    61.98,    65.801787,  -146.982924,  190784.15
114.79323775,    2.406,   20.446,  -89.153,    0.602,   38.105,  177.672,  -0.033756,  -0.365752,   0.930100,  -0.172621,  -0.914510,  -0.365886,   0.984410,  -0.172905,  -0.032266,  -168.94,    79.87,  -158.20,    -9.96,   111.47,    -1.85,    17.21,    61.98,    65.801856,  -146.982871,  190799.81
114.80323789,    2.405,   20.445,  -86.981,    0.601,   38.105,  177.672,  -0.033759,  -0.330239,   0.943293,  -0.172607,  -0.927722,  -0.330965,   0.984412,  -0.173992,  -0.025683,  -168.93,    79.87,  -160.41,   -10.02,   109.33,    -1.47,    17.21,    61.98,    65.801925,  -146.982819,  190815.47
114.81323903,    2.405,   20.445,  -84.813,    0.602,   38.106,  177.671,  -0.033760,  -0.294318,   0.955111,  -0.172594,  -0.939581,  -0.295633,   0.984414,  -0.174827,  -0.019077,  -168.93,    79.87,  -162.61,   -10.07,   107.20,    -1.09,    17.21,    61.98,    65.801995,  -146.982767,  190831.13
114.82323817,    2.405,   20.444,  -82.654,    0.601,   38.107,  177.671,  -0.033762,  -0.258128,   0.965521,  -0.172582,  -0.950053,  -0.260028,   0.984416,  -0.175411,  -0.012473,  -168.93,    79.87,  -164.80,   -10.10,   105.07,    -0.71,    17.21,    61.98,    65.802064,  -146.982715,  190846.79
114.83323831,    2.404,   20.443,  -80.486,    0.602,   38.108,  177.671,  -0.033764,  -0.221414,   0.974595,  -0.172573,  -0.959212,  -0.223898,   0.984418,  -0.175748,  -0.005823,  -168.93,    79.87,  -167.00,   -10.12,   102.94,    -0.33,    17.21,    61.98,    65.802133,  -146.982662,  190862.45
114.84323945,    2.404,   20.443,  -78.319,    0.602,   38.109,  177.670,  -0.033767,  -0.184409,   0.982269,  -0.172563,  -0.966993,  -0.187473,   0.984420,  -0.175834,   0.000830,  -168.93,    79.87,  -169.20,   -10.13,   100.81,     0.05,    17.21,    61.97,    65.802202,  -146.982610,  190878.11
114.85323960,    2.404,   20.443,  -76.160,    0.600,   38.110,  177.670,  -0.033769,  -0.147266,   0.988520,  -0.172557,  -0.973371,  -0.150904,   0.984420,  -0.175672,   0.007458,  -168.93,    79.87,  -171.40,   -10.12,    98.68,     0.43,    17.21,    61.97,    65.802271,  -146.982558,  190893.77
114.86323874,    2.403,   20.442,  -73.988,    0.602,   38.111,  177.670,  -0.033773,  -0.109686,   0.993392,  -0.172549,  -0.978394,  -0.113897,   0.984422,  -0.175256,   0.014117,  -168.93,    79.87,  -173.60,   -10.09,    96.54,     0.81,    17.21,    61.97,    65.802341,  -146.982506,  190909.41
114.87323988,    2.403,   20.442,  -71.815,    0.604,   38.112,  177.669,  -0.033776,  -0.071943,   0.996837,  -0.172542,  -0.982010,  -0.076719,   0.984423,  -0.174587,   0.020755,  -168.92,    79.87,  -175.81,   -10.05,    94.40,     1.19,    17.21,    61.97,    65.802410,  -146.982453,  190925.05
114.88324002,    2.403,   20.441,  -69.653,    0.602,   38.113,  177.669,  -0.033778,  -0.034292,   0.998841,  -0.172536,  -0.984206,  -0.039624,   0.984424,  -0.173675,   0.027328,  -168.92,    79.87,  -178.00,   -10.00,    92.27,     1.57,    17.21,    61.97,    65.802480,  -146.982401,  190940.69
114.89324116,    2.403,   20.441,  -67.488,    0.601,   38.114,  177.669,  -0.033782,   0.003458,   0.999423,  -0.172532,  -0.985001,  -0.002424,   0.984424,  -0.172515,   0.033871,  -168.92,    79.87,   179.80,    -9.93,    90.14,     1.94,    17.21,    61.97,    65.802549,  -146.982348,  190956.33
114.90324030,    2.402,   20.441,  -65.306,    0.603,   38.115,  177.669,  -0.033783,   0.041507,   0.998567,  -0.172529,  -0.984379,   0.035081,   0.984425,  -0.171097,   0.040416,  -168.92,    79.87,   177.59,    -9.85,    87.99,     2.32,    17.21,    61.97,    65.802618,  -146.982296,  190971.97
114.91324045,    2.402,   20.441,  -63.136,    0.603,   38.116,  177.669,  -0.033788,   0.079305,   0.996278,  -0.172525,  -0.982345,   0.072345,   0.984426,  -0.169438,   0.046873,  -168.92,    79.87,   175.38,    -9.76,    85.85,     2.69,    17.21,    61.97,    65.802688,  -146.982244,  190987.61
114.92324159,    2.402,   20.440,  -60.979,    0.602,   38.117,  177.669,  -0.033788,   0.116732,   0.992589,  -0.172520,  -0.978928,   0.109253,   0.984426,  -0.167550,   0.053215,  -168.92,    79.87,   173.20,    -9.65,    83.72,     3.05,    17.21,    61.96,    65.802757,  -146.982191,  191003.25
114.93324173,    2.402,   20.440,  -58.807,    0.603,   38.118,  177.669,  -0.033790,   0.154265,   0.987452,  -0.172519,  -0.974085,   0.146273,   0.984426,  -0.165411,   0.059528,  -168.92,    79.87,   171.00,    -9.52,    81.57,     3.41,    17.21,    61.96,    65.802826,  -146.982139,  191018.89
114.94324087,    2.402,   20.440,  -56.628,    0.603,   38.119,  177.669,  -0.033792,   0.191694,   0.980873,  -0.172517,  -0.967820,   0.183200,   0.984427,  -0.163027,   0.065775,  -168.92,    79.88,   168.80,    -9.38,    79.42,     3.77,    17.21,    61.96,    65.802895,  -146.982086,  191034.53
114.95324201,    2.402,   20.440,  -54.455,    0.604,   38.120,  177.669,  -0.033794,   0.228754,   0.972897,  -0.172516,  -0.960177,   0.219771,   0.984427,  -0.160414,   0.071912,  -168.92,    79.88,   166.60,    -9.23,    77.27,     4.12,    17.21,    61.96,    65.802964,  -146.982034,  191050.17
114.96324215,    2.402,   20.440,  -52.284,    0.603,   38.122,  177.669,  -0.033795,   0.265443,   0.963534,  -0.172517,  -0.951163,   0.255984,   0.984427,  -0.157575,   0.077938,  -168.92,    79.88,   164.41,    -9.07,    75.12,     4.47,    17.21,    61.96,    65.803034,  -146.981982,  191065.81
114.97324130,    2.402,   20.440,  -50.112,    0.603,   38.123,  177.669,  -0.033792,   0.301769,   0.952782,  -0.172520,  -0.940777,   0.291848,   0.984426,  -0.154512,   0.083852,  -168.92,    79.87,   162.22,    -8.89,    72.97,     4.81,    17.21,    61.96,    65.803103,  -146.981930,  191081.45
114.98324244,    2.402,   20.440,  -47.937,    0.603,   38.125,  177.670,  -0.033792,   0.337705,   0.940645,  -0.172523,  -0.929025,   0.327335,   0.984426,  -0.151222,   0.089656,  -168.92,    79.87,   160.02,    -8.70,    70.81,     5.14,    17.21,    61.96,    65.803173,  -146.981877,  191097.09
114.99324258,    2.402,   20.440,  -45.768,    0.603,   38.127,  177.670,  -0.033791,   0.373070,   0.927188,  -0.172525,  -0.915968,   0.362268,   0.984425,  -0.147722,   0.095316,  -168.92,    79.87,   157.84,    -8.49,    68.66,     5.47,    17.21,    61.95,    65.803242,  -146.981825,  191112.73
115.00324372,    2.402,   20.440,  -43.594,    0.603,   38.129,  177.670,  -0.033788,   0.407965,   0.912372,  -0.172530,  -0.901569,   0.396745,   0.984425,  -0.144007,   0.100848,  -168.92,    79.87,   155.65,    -8.28,    66.50,     5.79,    17.21,    61.95,    65.803311,  -146.981773,  191128.37
115.01324286,    2.403,   20.440,  -41.419,    0.604,   38.131,  177.670,  -0.033783,   0.442293,   0.896234,  -0.172534,  -0.885864,   0.430671,   0.984424,  -0.140081,   0.106238,  -168.92,    79.87,   153.47,    -8.05,    64.33,     6.10,    17.21,    61.95,    65.803381,  -146.981721,  191144.01
115.02324300,    2.403,   20.440,  -39.255,    0.603,   38.132,  177.670,  -0.033780,   0.475816,   0.878896,  -0.172539,  -0.868971,   0.463811,   0.984423,  -0.135976,   0.111450,  -168.92,    79.87,   151.30,    -7.82,    62.18,     6.40,    17.21,    61.95,    65.803450,  -146.981669,  191159.65
115.03324414,    2.403,   20.440,  -37.086,    0.603,   38.134,  177.670,  -0.033776,   0.508742,   0.860256,  -0.172544,  -0.850791,   0.496370,   0.984423,  -0.131666,   0.116517,  -168.92,    79.87,   149.12,    -7.57,    60.01,     6.69,    17.21,    61.95,    65.803519,  -146.981616,  191175.29
