36.398 UE/Lynch
NSROC Attitude Solution
T0: 02/10/2026 10:19:30.4242 UTC

    Time,     YawI,   PitchI,    RollI, RollRateI,    AoA_T,   AngleB,      a11,      a12,      a13,      a21,      a22,      a23,      a31,      a32,      a33,     X_Az,     X_El,     Y_Az,     Y_El,     Z_Az,     Z_El,     F_Az,     F_El,    Latgd,     Long,      Alt
0.08042738,   -0.005,    0.008,   -0.145,   -0.005,    1.251,  155.901,   0.066092,   0.932846,   0.354162,   0.184001,  -0.360245,   0.914531,   0.980702,   0.004722,  -0.195454,    19.76,    78.73,   111.12,     0.27,    21.17,   -11.27,    19.15,    79.97,    65.130174,  -147.482936,     224.18
0.09042742,   -0.006,    0.011,   -0.179,   -0.010,    0.975,  155.905,   0.066066,   0.932632,   0.354729,   0.183953,  -0.360797,   0.914323,   0.980712,   0.004848,  -0.195396,    19.76,    78.73,   111.15,     0.28,    21.20,   -11.27,    19.12,    79.70,    65.130174,  -147.482936,     224.24
0.10042647,    0.000,    0.010,   -0.202,   -0.006,    0.707,  155.904,   0.066174,   0.932482,   0.355103,   0.183931,  -0.361184,   0.914175,   0.980709,   0.004820,  -0.195413,    19.79,    78.73,   111.17,     0.28,    21.23,   -11.27,    19.10,    79.42,    65.130174,  -147.482936,     224.31
0.11042751,   -0.001,    0.010,   -0.236,   -0.009,    0.439,  155.904,   0.066157,   0.932273,   0.355654,   0.183941,  -0.361721,   0.913960,   0.980708,   0.004955,  -0.195414,    19.78,    78.73,   111.21,     0.28,    21.26,   -11.27,    19.34,    79.16,    65.130174,  -147.482936,     224.45
0.12042755,   -0.002,    0.011,   -0.255,   -0.006,    0.168,  155.905,   0.066134,   0.932160,   0.355955,   0.183920,  -0.362011,   0.913850,   0.980714,   0.005031,  -0.195384,    19.78,    78.73,   111.22,     0.29,    21.28,   -11.27,    19.58,    78.89,    65.130175,  -147.482936,     224.59
0.13042660,    0.004,    0.016,   -0.267,   -0.004,    0.105,  155.910,   0.066192,   0.932074,   0.356168,   0.183817,  -0.362233,   0.913783,   0.980729,   0.004985,  -0.195308,    19.80,    78.73,   111.24,     0.29,    21.29,   -11.26,    19.82,    78.63,    65.130175,  -147.482935,     224.73
0.14042764,    0.002,    0.018,   -0.271,   -0.005,    0.376,  155.913,   0.066141,   0.932053,   0.356234,   0.183787,  -0.362287,   0.913767,   0.980738,   0.005033,  -0.195261,    19.79,    78.74,   111.24,     0.29,    21.30,   -11.26,    20.06,    78.36,    65.130176,  -147.482935,     224.87
0.15042769,   -0.003,    0.016,   -0.316,   -0.012,    0.628,  155.910,   0.066084,   0.931780,   0.356959,   0.183857,  -0.362986,   0.913476,   0.980729,   0.005263,  -0.195302,    19.77,    78.73,   111.28,     0.30,    21.34,   -11.26,    20.28,    78.11,    65.130176,  -147.482935,     225.01
0.16042873,    0.000,    0.018,   -0.348,   -0.007,    0.538,  155.912,   0.066121,   0.931576,   0.357482,   0.183808,  -0.363507,   0.913278,   0.980736,   0.005322,  -0.195267,    19.78,    78.74,   111.32,     0.30,    21.38,   -11.26,    20.18,    78.20,    65.130176,  -147.482935,     225.13
0.17042777,    0.004,    0.023,   -0.382,   -0.009,    0.452,  155.918,   0.066150,   0.931360,   0.358041,   0.183690,  -0.364060,   0.913082,   0.980756,   0.005368,  -0.195164,    19.80,    78.74,   111.35,     0.31,    21.41,   -11.25,    20.09,    78.29,    65.130176,  -147.482935,     225.25
0.18042782,    0.003,    0.029,   -0.417,   -0.008,    0.366,  155.923,   0.066101,   0.931138,   0.358625,   0.183613,  -0.364624,   0.912872,   0.980774,   0.005506,  -0.195071,    19.80,    78.75,   111.38,     0.32,    21.45,   -11.25,    19.99,    78.38,    65.130175,  -147.482934,     225.37
0.19042886,    0.003,    0.030,   -0.431,   -0.004,    0.276,  155.924,   0.066085,   0.931051,   0.358855,   0.183597,  -0.364846,   0.912786,   0.980778,   0.005563,  -0.195049,    19.80,    78.75,   111.40,     0.32,    21.46,   -11.25,    19.89,    78.47,    65.130175,  -147.482934,     225.49
0.20042891,    0.002,    0.031,   -0.449,   -0.007,    0.189,  155.925,   0.066075,   0.930942,   0.359139,   0.183577,  -0.365124,   0.912680,   0.980782,   0.005625,  -0.195025,    19.80,    78.75,   111.42,     0.32,    21.48,   -11.25,    19.79,    78.56,    65.130175,  -147.482934,     225.61
0.21042795,   -0.001,    0.038,   -0.458,   -0.003,    0.140,  155.933,   0.065976,   0.930888,   0.359297,   0.183478,  -0.365260,   0.912645,   0.980807,   0.005710,  -0.194896,    19.78,    78.76,   111.42,     0.33,    21.49,   -11.24,    19.74,    78.62,    65.130175,  -147.482934,     225.81
0.22042900,    0.007,    0.041,   -0.486,   -0.006,    0.091,  155.936,   0.066091,   0.930702,   0.359757,   0.183389,  -0.365734,   0.912473,   0.980816,   0.005670,  -0.194853,    19.82,    78.76,   111.45,     0.32,    21.52,   -11.24,    19.68,    78.67,    65.130176,  -147.482933,     226.01
0.23042904,    0.006,    0.039,   -0.482,    0.001,    0.046,  155.933,   0.066093,   0.930728,   0.359689,   0.183432,  -0.365667,   0.912491,   0.980808,   0.005669,  -0.194894,    19.81,    78.76,   111.45,     0.32,    21.51,   -11.24,    19.63,    78.73,    65.130176,  -147.482933,     226.21
0.24043009,    0.003,    0.041,   -0.547,   -0.008,    0.050,  155.935,   0.066023,   0.930322,   0.360753,   0.183420,  -0.366696,   0.912081,   0.980815,   0.005951,  -0.194850,    19.80,    78.76,   111.51,     0.34,    21.58,   -11.24,    19.58,    78.78,    65.130177,  -147.482932,     226.41
0.25042913,    0.004,    0.047,   -0.529,    0.005,    0.089,  155.941,   0.066001,   0.930438,   0.360457,   0.183318,  -0.366403,   0.912219,   0.980836,   0.005871,  -0.194749,    19.80,    78.76,   111.49,     0.34,    21.56,   -11.23,    19.53,    78.84,    65.130177,  -147.482932,     226.61
0.26042918,    0.012,    0.044,   -0.526,   -0.004,    0.051,  155.939,   0.066149,   0.930442,   0.360419,   0.183310,  -0.366395,   0.912224,   0.980827,   0.005726,  -0.194796,    19.84,    78.76,   111.49,     0.33,    21.56,   -11.23,    19.71,    78.81,    65.130177,  -147.482932,     226.85
0.27043022,    0.005,    0.045,   -0.512,    0.004,    0.019,  155.940,   0.066033,   0.930542,   0.360183,   0.183337,  -0.366140,   0.912321,   0.980830,   0.005792,  -0.194780,    19.81,    78.76,   111.48,     0.33,    21.54,   -11.23,    19.88,    78.78,    65.130178,  -147.482932,     227.09
0.28043027,    0.010,    0.045,   -0.484,   -0.000,    0.048,  155.940,   0.066105,   0.930713,   0.359727,   0.183313,  -0.365707,   0.912499,   0.980830,   0.005622,  -0.194787,    19.83,    78.76,   111.45,     0.32,    21.52,   -11.23,    20.06,    78.74,    65.130178,  -147.482931,     227.33
0.29042931,    0.010,    0.049,   -0.494,   -0.003,    0.095,  155.944,   0.066094,   0.930649,   0.359894,   0.183239,  -0.365869,   0.912449,   0.980844,   0.005639,  -0.194713,    19.83,    78.77,   111.46,     0.32,    21.53,   -11.23,    20.23,    78.71,    65.130179,  -147.482931,     227.57
0.30043036,    0.011,    0.045,   -0.509,   -0.002,    0.135,  155.940,   0.066133,   0.930550,   0.360143,   0.183297,  -0.366121,   0.912336,   0.980830,   0.005677,  -0.194780,    19.84,    78.76,   111.48,     0.33,    21.54,   -11.23,    20.40,    78.68,    65.130179,  -147.482931,     227.80
0.31043040,    0.016,    0.038,   -0.498,    0.003,    0.114,  155.934,   0.066256,   0.930614,   0.359955,   0.183376,  -0.365960,   0.912385,   0.980808,   0.005556,  -0.194899,    19.87,    78.76,   111.47,     0.32,    21.53,   -11.24,    20.30,    78.68,    65.130180,  -147.482930,     227.86
0.32042945,    0.023,    0.051,   -0.506,   -0.001,    0.109,  155.947,   0.066282,   0.930554,   0.360106,   0.183134,  -0.366115,   0.912372,   0.980851,   0.005474,  -0.194683,    19.90,    78.77,   111.48,     0.31,    21.54,   -11.23,    20.20,    78.68,    65.130180,  -147.482929,     227.92
0.33043049,    0.015,    0.059,   -0.516,   -0.003,    0.113,  155.954,   0.066107,   0.930500,   0.360277,   0.183048,  -0.366249,   0.912335,   0.980879,   0.005636,  -0.194538,    19.86,    78.78,   111.48,     0.32,    21.55,   -11.22,    20.10,    78.67,    65.130181,  -147.482928,     227.98
0.34043054,    0.018,    0.055,   -0.506,   -0.000,    0.105,  155.950,   0.066172,   0.930559,   0.360111,   0.183101,  -0.366099,   0.912385,   0.980865,   0.005562,  -0.194612,    19.87,    78.77,   111.48,     0.32,    21.54,   -11.22,    20.00,    78.67,    65.130181,  -147.482927,     228.04
0.35043158,    0.017,    0.076,   -0.505,    0.000,    0.126,  155.971,   0.066044,   0.930565,   0.360120,   0.182769,  -0.366084,   0.912457,   0.980935,   0.005556,  -0.194256,    19.87,    78.79,   111.47,     0.32,    21.54,   -11.20,    19.90,    78.67,    65.130182,  -147.482926,     228.11
0.36043063,    0.014,    0.084,   -0.468,    0.002,    0.120,  155.979,   0.065943,   0.930800,   0.359530,   0.182662,  -0.365487,   0.912718,   0.980962,   0.005485,  -0.194123,    19.85,    78.80,   111.44,     0.31,    21.50,   -11.19,    19.90,    78.68,    65.130182,  -147.482926,     228.41
0.37043067,    0.011,    0.100,   -0.476,   -0.002,    0.122,  155.995,   0.065796,   0.930755,   0.359675,   0.182420,  -0.365601,   0.912721,   0.981017,   0.005558,  -0.193843,    19.83,    78.82,   111.44,     0.32,    21.51,   -11.18,    19.90,    78.70,    65.130183,  -147.482925,     228.71
0.38043172,    0.006,    0.119,   -0.404,    0.005,    0.128,  156.014,   0.065592,   0.931215,   0.358520,   0.182140,  -0.364431,   0.913244,   0.981082,   0.005399,  -0.193515,    19.81,    78.84,   111.37,     0.31,    21.43,   -11.16,    19.90,    78.71,    65.130183,  -147.482925,     229.01
0.39043176,   -0.002,    0.116,   -0.372,    0.009,    0.112,  156.010,   0.065476,   0.931420,   0.358008,   0.182239,  -0.363906,   0.913434,   0.981072,   0.005436,  -0.193568,    19.76,    78.83,   111.34,     0.31,    21.40,   -11.16,    19.89,    78.73,    65.130184,  -147.482924,     229.31
0.40043081,   -0.003,    0.119,   -0.332,    0.007,    0.103,  156.013,   0.065443,   0.931670,   0.357364,   0.182203,  -0.363268,   0.913695,   0.981081,   0.005318,  -0.193527,    19.76,    78.84,   111.30,     0.30,    21.36,   -11.16,    19.89,    78.74,    65.130184,  -147.482924,     229.62
0.41043186,   -0.006,    0.127,   -0.255,    0.022,    0.143,  156.020,   0.065346,   0.932156,   0.356111,   0.182103,  -0.362021,   0.914210,   0.981106,   0.005109,  -0.193405,    19.74,    78.84,   111.22,     0.29,    21.28,   -11.15,    19.90,    78.71,    65.130185,  -147.482924,     230.21
0.42043190,   -0.024,    0.121,   -0.199,    0.011,    0.173,  156.014,   0.065095,   0.932521,   0.355201,   0.182300,  -0.361079,   0.914543,   0.981086,   0.005221,  -0.193503,    19.65,    78.84,   111.17,     0.30,    21.23,   -11.16,    19.92,    78.67,    65.130185,  -147.482924,     230.79
0.43043295,   -0.022,    0.099,   -0.189,    0.003,    0.183,  155.991,   0.065253,   0.932585,   0.355002,   0.182650,  -0.360913,   0.914539,   0.981010,   0.005164,  -0.193887,    19.66,    78.82,   111.16,     0.30,    21.22,   -11.18,    19.93,    78.64,    65.130186,  -147.482924,     231.37
0.44043199,   -0.026,    0.089,   -0.131,    0.011,    0.206,  155.982,   0.065254,   0.932945,   0.354057,   0.182826,  -0.359985,   0.914869,   0.980977,   0.005032,  -0.194057,    19.64,    78.81,   111.10,     0.29,    21.16,   -11.19,    19.94,    78.61,    65.130186,  -147.482924,     231.95
0.45043204,   -0.028,    0.086,   -0.057,    0.021,    0.235,  155.978,   0.065230,   0.933404,   0.352847,   0.182890,  -0.358793,   0.915324,   0.980967,   0.004826,  -0.194114,    19.63,    78.80,   111.03,     0.28,    21.08,   -11.19,    19.95,    78.58,    65.130187,  -147.482924,     232.52
0.46043309,   -0.032,    0.065,   -0.018,    0.013,    0.223,  155.957,   0.065297,   0.933647,   0.352194,   0.183250,  -0.358164,   0.915499,   0.980895,   0.004760,  -0.194478,    19.61,    78.78,   110.99,     0.27,    21.04,   -11.21,    19.93,    78.57,    65.130188,  -147.482923,     232.90
0.47043213,   -0.030,    0.020,   -0.031,   -0.004,    0.187,  155.912,   0.065615,   0.933565,   0.352350,   0.183954,  -0.358375,   0.915275,   0.980742,   0.004760,  -0.195248,    19.63,    78.74,   111.00,     0.27,    21.06,   -11.26,    19.91,    78.56,    65.130189,  -147.482923,     233.28
0.48043218,   -0.031,    0.010,   -0.083,    0.004,    0.186,  155.903,   0.065651,   0.933250,   0.353177,   0.184114,  -0.359192,   0.914922,   0.980710,   0.004960,  -0.195406,    19.62,    78.73,   111.05,     0.28,    21.11,   -11.27,    19.89,    78.55,    65.130189,  -147.482922,     233.66
0.49043322,   -0.021,   -0.015,   -0.027,    0.015,    0.168,  155.878,   0.065975,   0.933581,   0.352240,   0.184450,  -0.358336,   0.915190,   0.980625,   0.004591,  -0.195841,    19.68,    78.70,   111.00,     0.26,    21.05,   -11.29,    19.86,    78.54,    65.130190,  -147.482922,     234.04
0.50043327,   -0.014,   -0.047,    0.055,    0.010,    0.143,  155.846,   0.066290,   0.934072,   0.350876,   0.184928,  -0.357059,   0.915593,   0.980514,   0.004192,  -0.196405,    19.72,    78.67,   110.92,     0.24,    20.97,   -11.33,    19.85,    78.53,    65.130191,  -147.482921,     234.42
0.51043232,   -0.014,   -0.066,    0.027,   -0.008,    0.142,  155.828,   0.066391,   0.933902,   0.351309,   0.185227,  -0.357502,   0.915360,   0.980450,   0.004300,  -0.196719,    19.72,    78.65,   110.95,     0.25,    21.00,   -11.35,    19.95,    78.52,    65.130192,  -147.482920,     234.86
0.52043336,   -0.016,   -0.104,    0.050,    0.006,    0.126,  155.789,   0.066604,   0.934045,   0.350891,   0.185855,  -0.357131,   0.915377,   0.980317,   0.004247,  -0.197383,    19.72,    78.61,   110.92,     0.24,    20.97,   -11.38,    20.05,    78.51,    65.130192,  -147.482920,     235.30
0.53043341,   -0.007,   -0.139,    0.018,   -0.009,    0.115,  155.755,   0.066953,   0.933838,   0.351375,   0.186351,  -0.357672,   0.915065,   0.980199,   0.004213,  -0.197969,    19.76,    78.58,   110.96,     0.24,    21.01,   -11.42,    20.16,    78.50,    65.130193,  -147.482919,     235.74
0.54043446,    0.003,   -0.166,    0.044,    0.004,    0.112,  155.729,   0.067293,   0.933988,   0.350911,   0.186725,  -0.357284,   0.915140,   0.980105,   0.003941,  -0.198442,    19.82,    78.55,   110.93,     0.23,    20.98,   -11.45,    20.26,    78.48,    65.130193,  -147.482919,     236.18
0.55043350,    0.001,   -0.181,    0.009,   -0.010,    0.128,  155.714,   0.067343,   0.933772,   0.351475,   0.186980,  -0.357845,   0.914869,   0.980053,   0.004109,  -0.198695,    19.81,    78.54,   110.97,     0.24,    21.02,   -11.46,    20.36,    78.47,    65.130194,  -147.482918,     236.62
0.56043355,   -0.006,   -0.204,    0.013,    0.001,    0.119,  155.690,   0.067384,   0.933807,   0.351375,   0.187383,  -0.357754,   0.914822,   0.979973,   0.004197,  -0.199086,    19.78,    78.51,   110.96,     0.24,    21.01,   -11.48,    20.33,    78.47,    65.130195,  -147.482917,     237.10
0.57043460,    0.006,   -0.242,   -0.043,   -0.015,    0.093,  155.654,   0.067800,   0.933452,   0.352237,   0.187905,  -0.358678,   0.914353,   0.979844,   0.004194,  -0.199719,    19.84,    78.48,   111.02,     0.24,    21.07,   -11.52,    20.30,    78.46,    65.130196,  -147.482917,     237.58
0.58043464,    0.006,   -0.251,   -0.055,   -0.003,    0.087,  155.645,   0.067851,   0.933374,   0.352432,   0.188052,  -0.358879,   0.914244,   0.979813,   0.004243,  -0.199873,    19.84,    78.47,   111.03,     0.24,    21.08,   -11.53,    20.27,    78.46,    65.130197,  -147.482916,     238.06
0.59043369,    0.010,   -0.227,   -0.106,   -0.014,    0.086,  155.669,   0.067772,   0.933057,   0.353287,   0.187642,  -0.359703,   0.914005,   0.979897,   0.004348,  -0.199458,    19.86,    78.49,   111.08,     0.25,    21.13,   -11.51,    20.24,    78.45,    65.130198,  -147.482916,     238.54
0.60043474,    0.006,   -0.200,   -0.106,   -0.005,    0.102,  155.695,   0.067545,   0.933061,   0.353320,   0.187242,  -0.359692,   0.914091,   0.979989,   0.004414,  -0.199004,    19.84,    78.52,   111.08,     0.25,    21.13,   -11.48,    20.21,    78.45,    65.130199,  -147.482915,     239.02
0.61043478,   -0.002,   -0.170,   -0.139,   -0.009,    0.127,  155.725,   0.067227,   0.932867,   0.353893,   0.186820,  -0.360191,   0.913981,   0.980091,   0.004670,  -0.198493,    19.79,    78.55,   111.11,     0.27,    21.17,   -11.45,    20.19,    78.45,    65.130200,  -147.482914,     239.58
0.62043383,   -0.011,   -0.137,   -0.179,   -0.007,    0.157,  155.757,   0.066872,   0.932627,   0.354592,   0.186342,  -0.360808,   0.913835,   0.980207,   0.004965,  -0.197915,    19.74,    78.58,   111.15,     0.28,    21.21,   -11.42,    20.18,    78.45,    65.130201,  -147.482913,     240.14
0.63043488,   -0.003,   -0.116,   -0.183,   -0.001,    0.169,  155.778,   0.066886,   0.932592,   0.354682,   0.185961,  -0.360901,   0.913876,   0.980278,   0.004832,  -0.197565,    19.78,    78.60,   111.16,     0.28,    21.21,   -11.39,    20.16,    78.45,    65.130201,  -147.482913,     240.70
0.64043492,   -0.015,   -0.095,   -0.223,   -0.007,    0.191,  155.799,   0.066563,   0.932362,   0.355345,   0.185699,  -0.361489,   0.913697,   0.980350,   0.005169,  -0.197201,    19.72,    78.62,   111.19,     0.30,    21.25,   -11.37,    20.14,    78.45,    65.130202,  -147.482912,     241.26
0.65043597,   -0.024,   -0.079,   -0.168,    0.015,    0.209,  155.814,   0.066316,   0.932708,   0.354482,   0.185496,  -0.360595,   0.914091,   0.980405,   0.005137,  -0.196927,    19.67,    78.64,   111.14,     0.29,    21.20,   -11.36,    20.12,    78.45,    65.130203,  -147.482911,     241.82
0.66043502,   -0.031,   -0.098,   -0.216,   -0.004,    0.227,  155.795,   0.066320,   0.932420,   0.355239,   0.185839,  -0.361336,   0.913729,   0.980339,   0.005419,  -0.197244,    19.64,    78.62,   111.18,     0.31,    21.25,   -11.38,    20.14,    78.42,    65.130204,  -147.482910,     242.38
0.67043507,   -0.032,   -0.125,   -0.193,    0.006,    0.234,  155.768,   0.066463,   0.932563,   0.354837,   0.186285,  -0.360968,   0.913783,   0.980245,   0.005368,  -0.197714,    19.64,    78.59,   111.16,     0.31,    21.22,   -11.40,    20.15,    78.38,    65.130205,  -147.482909,     242.94
0.68043611,   -0.030,   -0.143,   -0.225,   -0.003,    0.249,  155.750,   0.066610,   0.932365,   0.355328,   0.186559,  -0.361477,   0.913526,   0.980183,   0.005440,  -0.198019,    19.65,    78.57,   111.19,     0.31,    21.25,   -11.42,    20.16,    78.35,    65.130206,  -147.482909,     243.50
0.69043616,   -0.030,   -0.164,   -0.193,    0.009,    0.262,  155.729,   0.066734,   0.932562,   0.354788,   0.186888,  -0.360970,   0.913659,   0.980112,   0.005334,  -0.198373,    19.65,    78.55,   111.16,     0.31,    21.22,   -11.44,    20.18,    78.31,    65.130207,  -147.482908,     244.06
0.70043521,   -0.039,   -0.183,   -0.211,   -0.001,    0.279,  155.709,   0.066702,   0.932459,   0.355065,   0.187253,  -0.361233,   0.913481,   0.980045,   0.005556,  -0.198700,    19.61,    78.53,   111.18,     0.32,    21.24,   -11.46,    20.19,    78.28,    65.130208,  -147.482907,     244.63
0.71043626,   -0.041,   -0.202,   -0.202,    0.003,    0.285,  155.690,   0.066795,   0.932517,   0.354895,   0.187571,  -0.361083,   0.913475,   0.979977,   0.005553,  -0.199032,    19.60,    78.52,   111.17,     0.32,    21.23,   -11.48,    20.18,    78.25,    65.130209,  -147.482906,     245.23
0.72043630,   -0.036,   -0.247,   -0.212,   -0.001,    0.266,  155.646,   0.067140,   0.932448,   0.355010,   0.188249,  -0.361261,   0.913265,   0.979824,   0.005514,  -0.199788,    19.63,    78.47,   111.18,     0.32,    21.24,   -11.52,    20.18,    78.23,    65.130210,  -147.482905,     245.83
0.73043735,   -0.032,   -0.287,   -0.206,    0.002,    0.250,  155.606,   0.067458,   0.932485,   0.354853,   0.188867,  -0.361168,   0.913174,   0.979683,   0.005419,  -0.200480,    19.66,    78.43,   111.17,     0.31,    21.24,   -11.57,    20.17,    78.20,    65.130212,  -147.482904,     246.43
0.74043640,   -0.031,   -0.323,   -0.189,    0.001,    0.241,  155.571,   0.067687,   0.932585,   0.354546,   0.189434,  -0.360910,   0.913159,   0.979558,   0.005354,  -0.201092,    19.66,    78.39,   111.16,     0.31,    21.22,   -11.60,    20.16,    78.18,    65.130213,  -147.482903,     247.03
0.75043645,   -0.031,   -0.378,   -0.169,    0.006,    0.213,  155.516,   0.068022,   0.932713,   0.354147,   0.190312,  -0.360582,   0.913106,   0.979364,   0.005287,  -0.202034,    19.67,    78.34,   111.14,     0.30,    21.20,   -11.66,    20.16,    78.15,    65.130214,  -147.482902,     247.63
0.76043750,   -0.028,   -0.446,   -0.162,    0.002,    0.168,  155.448,   0.068487,   0.932748,   0.353963,   0.191375,  -0.360490,   0.912920,   0.979125,   0.005217,  -0.203194,    19.69,    78.27,   111.13,     0.30,    21.19,   -11.72,    20.16,    78.14,    65.130215,  -147.482901,     248.29
0.77043754,   -0.018,   -0.503,   -0.150,    0.004,    0.129,  155.392,   0.069013,   0.932814,   0.353689,   0.192225,  -0.360324,   0.912807,   0.978921,   0.004992,  -0.204177,    19.75,    78.22,   111.12,     0.29,    21.18,   -11.78,    20.17,    78.12,    65.130216,  -147.482900,     248.95
0.78043659,   -0.009,   -0.549,   -0.130,    0.003,    0.102,  155.347,   0.069437,   0.932923,   0.353317,   0.192899,  -0.360044,   0.912775,   0.978759,   0.004775,  -0.204960,    19.80,    78.17,   111.10,     0.27,    21.16,   -11.83,    20.17,    78.10,    65.130218,  -147.482898,     249.61
0.79043764,   -0.009,   -0.573,   -0.113,    0.005,    0.097,  155.322,   0.069591,   0.933028,   0.353009,   0.193288,  -0.359772,   0.912800,   0.978671,   0.004709,  -0.205380,    19.80,    78.15,   111.09,     0.27,    21.14,   -11.85,    20.18,    78.09,    65.130219,  -147.482897,     250.27
0.80043769,   -0.010,   -0.581,   -0.089,    0.004,    0.104,  155.314,   0.069620,   0.933180,   0.352601,   0.193416,  -0.359379,   0.912928,   0.978643,   0.004640,  -0.205512,    19.80,    78.14,   111.06,     0.27,    21.12,   -11.86,    20.19,    78.07,    65.130220,  -147.482896,     250.93
0.81043674,   -0.007,   -0.591,   -0.078,    0.003,    0.106,  155.305,   0.069729,   0.933242,   0.352416,   0.193554,  -0.359219,   0.912961,   0.978608,   0.004552,  -0.205681,    19.81,    78.13,   111.05,     0.26,    21.11,   -11.87,    20.21,    78.06,    65.130221,  -147.482895,     251.63
0.82043778,   -0.001,   -0.593,   -0.044,    0.005,    0.111,  155.303,   0.069844,   0.933443,   0.351861,   0.193560,  -0.358700,   0.913164,   0.978599,   0.004328,  -0.205730,    19.84,    78.13,   111.02,     0.25,    21.07,   -11.87,    20.24,    78.05,    65.130222,  -147.482894,     252.33
0.83043783,   -0.001,   -0.578,   -0.021,    0.007,    0.133,  155.318,   0.069744,   0.933588,   0.351495,   0.193318,  -0.358323,   0.913364,   0.978654,   0.004249,  -0.205470,    19.84,    78.14,   111.00,     0.24,    21.05,   -11.86,    20.26,    78.04,    65.130224,  -147.482893,     253.03
0.84043888,   -0.005,   -0.567,    0.016,    0.006,    0.156,  155.328,   0.069607,   0.933817,   0.350913,   0.193175,  -0.357726,   0.913628,   0.978692,   0.004193,  -0.205290,    19.82,    78.15,   110.96,     0.24,    21.01,   -11.85,    20.29,    78.03,    65.130225,  -147.482892,     253.73
0.85043793,   -0.011,   -0.564,    0.056,    0.011,    0.173,  155.331,   0.069497,   0.934068,   0.350266,   0.193163,  -0.357070,   0.913887,   0.978702,   0.004146,  -0.205243,    19.79,    78.15,   110.92,     0.24,    20.97,   -11.84,    20.31,    78.02,    65.130226,  -147.482891,     254.43
0.86043798,   -0.011,   -0.561,    0.089,    0.008,    0.184,  155.334,   0.069485,   0.934270,   0.349732,   0.193104,  -0.356545,   0.914104,   0.978715,   0.004018,  -0.205185,    19.79,    78.16,   110.89,     0.23,    20.94,   -11.84,    20.31,    78.01,    65.130227,  -147.482890,     255.19
